collection,title,attachment_title,date,creators,attachment_item_id,attachment_item_key,attachment_content_type,storage_folder,file_name,extension,file_path,file_size_bytes,file_modified,is_primary_attachment
Hyperspectral Paper,Scale dependence in remotely sensed biodiversity: Leveraging continental-scale imaging spectroscopy from the National Ecological Observatory Network,Full Text PDF,,"Hayden, Meghan T.; Rossi, Matthew W.; Dee, Laura E.; Kovach, Kyle; Amaral, Cibele H.; Nesslage, Jacob; Slimp, Madeline; Meyer, Rachel S.; Stavros, E. Natasha",61,QTY8BVGM,application/pdf,C:\Users\PaintRock\Zotero\storage\QTY8BVGM,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\QTY8BVGM\.zotero-ft-cache,85701,2026-04-02T08:01:07,False
Hyperspectral Paper,Scale dependence in remotely sensed biodiversity: Leveraging continental-scale imaging spectroscopy from the National Ecological Observatory Network,Full Text PDF,,"Hayden, Meghan T.; Rossi, Matthew W.; Dee, Laura E.; Kovach, Kyle; Amaral, Cibele H.; Nesslage, Jacob; Slimp, Madeline; Meyer, Rachel S.; Stavros, E. Natasha",61,QTY8BVGM,application/pdf,C:\Users\PaintRock\Zotero\storage\QTY8BVGM,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\QTY8BVGM\.zotero-reader-state,115,2026-08-27T16:34:07,False
Hyperspectral Paper,Scale dependence in remotely sensed biodiversity: Leveraging continental-scale imaging spectroscopy from the National Ecological Observatory Network,Full Text PDF,,"Hayden, Meghan T.; Rossi, Matthew W.; Dee, Laura E.; Kovach, Kyle; Amaral, Cibele H.; Nesslage, Jacob; Slimp, Madeline; Meyer, Rachel S.; Stavros, E. Natasha",61,QTY8BVGM,application/pdf,C:\Users\PaintRock\Zotero\storage\QTY8BVGM,Hayden et al. - Scale dependence in remotely sensed biodiversity Leveraging continental-scale imaging spectroscopy.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\QTY8BVGM\Hayden et al. - Scale dependence in remotely sensed biodiversity Leveraging continental-scale imaging spectroscopy.pdf,2319858,2026-04-02T08:01:01,True
Hyperspectral Paper,Scale dependence in remotely sensed biodiversity: Leveraging continental-scale imaging spectroscopy from the National Ecological Observatory Network,Snapshot,,"Hayden, Meghan T.; Rossi, Matthew W.; Dee, Laura E.; Kovach, Kyle; Amaral, Cibele H.; Nesslage, Jacob; Slimp, Madeline; Meyer, Rachel S.; Stavros, E. Natasha",62,3I2PQ2VP,text/html,C:\Users\PaintRock\Zotero\storage\3I2PQ2VP,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\3I2PQ2VP\.zotero-ft-cache,49404,2026-04-02T08:01:11,False
Hyperspectral Paper,Scale dependence in remotely sensed biodiversity: Leveraging continental-scale imaging spectroscopy from the National Ecological Observatory Network,Snapshot,,"Hayden, Meghan T.; Rossi, Matthew W.; Dee, Laura E.; Kovach, Kyle; Amaral, Cibele H.; Nesslage, Jacob; Slimp, Madeline; Meyer, Rachel S.; Stavros, E. Natasha",62,3I2PQ2VP,text/html,C:\Users\PaintRock\Zotero\storage\3I2PQ2VP,rse2.html,.html,C:\Users\PaintRock\Zotero\storage\3I2PQ2VP\rse2.html,4244254,2026-04-02T08:01:06,True
Hyperspectral Paper,Testing the scale dependence of plant community assembly processes using imaging spectroscopy,Full Text PDF,2026-04-01 2026-04-01,"Crofts, Anna L.; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",64,Y8J5C8XA,application/pdf,C:\Users\PaintRock\Zotero\storage\Y8J5C8XA,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\Y8J5C8XA\.zotero-ft-cache,64657,2026-04-08T11:41:36,False
Hyperspectral Paper,Testing the scale dependence of plant community assembly processes using imaging spectroscopy,Full Text PDF,2026-04-01 2026-04-01,"Crofts, Anna L.; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",64,Y8J5C8XA,application/pdf,C:\Users\PaintRock\Zotero\storage\Y8J5C8XA,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\Y8J5C8XA\.zotero-reader-state,79,2026-04-15T15:49:47,False
Hyperspectral Paper,Testing the scale dependence of plant community assembly processes using imaging spectroscopy,Full Text PDF,2026-04-01 2026-04-01,"Crofts, Anna L.; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",64,Y8J5C8XA,application/pdf,C:\Users\PaintRock\Zotero\storage\Y8J5C8XA,Crofts et al. - 2026 - Testing the scale dependence of plant community assembly processes using imaging spectroscopy.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\Y8J5C8XA\Crofts et al. - 2026 - Testing the scale dependence of plant community assembly processes using imaging spectroscopy.pdf,3767159,2026-04-08T11:41:27,True
Hyperspectral Paper,Testing the scale dependence of plant community assembly processes using imaging spectroscopy,Snapshot,2026-04-01 2026-04-01,"Crofts, Anna L.; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",65,7CECX4J6,text/html,C:\Users\PaintRock\Zotero\storage\7CECX4J6,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\7CECX4J6\.zotero-ft-cache,69548,2026-04-08T11:41:36,False
Hyperspectral Paper,Testing the scale dependence of plant community assembly processes using imaging spectroscopy,Snapshot,2026-04-01 2026-04-01,"Crofts, Anna L.; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",65,7CECX4J6,text/html,C:\Users\PaintRock\Zotero\storage\7CECX4J6,rspb.2025.html,.html,C:\Users\PaintRock\Zotero\storage\7CECX4J6\rspb.2025.html,3815683,2026-04-08T11:41:30,True
Hyperspectral Paper,Remotely sensed spectral heterogeneity as a proxy of species diversity: Recent advances and open challenges,ScienceDirect Snapshot,2010-09-01 2010-09-01,"Rocchini, Duccio; Balkenhol, Niko; Carter, Gregory A.; Foody, Giles M.; Gillespie, Thomas W.; He, Kate S.; Kark, Salit; Levin, Noam; Lucas, Kelly; Luoto, Miska; Nagendra, Harini; Oldeland, Jens; Ricotta, Carlo; Southworth, Jane; Neteler, Markus",67,ISQMYS9T,text/html,C:\Users\PaintRock\Zotero\storage\ISQMYS9T,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\ISQMYS9T\.zotero-ft-cache,13668,2026-04-15T09:39:25,False
Hyperspectral Paper,Remotely sensed spectral heterogeneity as a proxy of species diversity: Recent advances and open challenges,ScienceDirect Snapshot,2010-09-01 2010-09-01,"Rocchini, Duccio; Balkenhol, Niko; Carter, Gregory A.; Foody, Giles M.; Gillespie, Thomas W.; He, Kate S.; Kark, Salit; Levin, Noam; Lucas, Kelly; Luoto, Miska; Nagendra, Harini; Oldeland, Jens; Ricotta, Carlo; Southworth, Jane; Neteler, Markus",67,ISQMYS9T,text/html,C:\Users\PaintRock\Zotero\storage\ISQMYS9T,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\ISQMYS9T\.zotero-reader-state,165,2026-08-26T15:18:03,False
Hyperspectral Paper,Remotely sensed spectral heterogeneity as a proxy of species diversity: Recent advances and open challenges,ScienceDirect Snapshot,2010-09-01 2010-09-01,"Rocchini, Duccio; Balkenhol, Niko; Carter, Gregory A.; Foody, Giles M.; Gillespie, Thomas W.; He, Kate S.; Kark, Salit; Levin, Noam; Lucas, Kelly; Luoto, Miska; Nagendra, Harini; Oldeland, Jens; Ricotta, Carlo; Southworth, Jane; Neteler, Markus",67,ISQMYS9T,text/html,C:\Users\PaintRock\Zotero\storage\ISQMYS9T,S1574954110000646.html,.html,C:\Users\PaintRock\Zotero\storage\ISQMYS9T\S1574954110000646.html,1716466,2026-04-15T09:39:20,True
Hyperspectral Paper,Spectral image complexity estimated through local convex hull volume,Full Text PDF,2010-07-16 2010-07-16,"Messinger, David; Ziemann, Amanda; Schlamm, Ariel",69,SRHB88SN,application/pdf,C:\Users\PaintRock\Zotero\storage\SRHB88SN,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\SRHB88SN\.zotero-ft-cache,18406,2026-06-15T13:42:35,False
Hyperspectral Paper,Spectral image complexity estimated through local convex hull volume,Full Text PDF,2010-07-16 2010-07-16,"Messinger, David; Ziemann, Amanda; Schlamm, Ariel",69,SRHB88SN,application/pdf,C:\Users\PaintRock\Zotero\storage\SRHB88SN,Messinger et al. - 2010 - Spectral image complexity estimated through local convex hull volume.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\SRHB88SN\Messinger et al. - 2010 - Spectral image complexity estimated through local convex hull volume.pdf,630296,2026-06-15T13:42:29,True
Hyperspectral Paper,Mapping functional diversity from remotely sensed morphological and physiological forest traits,Full Text PDF,2017-11-13 2017-11-13,"Schneider, Fabian D.; Morsdorf, Felix; Schmid, Bernhard; Petchey, Owen L.; Hueni, Andreas; Schimel, David S.; Schaepman, Michael E.",71,PK2MM8ID,application/pdf,C:\Users\PaintRock\Zotero\storage\PK2MM8ID,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\PK2MM8ID\.zotero-ft-cache,80365,2026-06-15T13:48:37,False
Hyperspectral Paper,Mapping functional diversity from remotely sensed morphological and physiological forest traits,Full Text PDF,2017-11-13 2017-11-13,"Schneider, Fabian D.; Morsdorf, Felix; Schmid, Bernhard; Petchey, Owen L.; Hueni, Andreas; Schimel, David S.; Schaepman, Michael E.",71,PK2MM8ID,application/pdf,C:\Users\PaintRock\Zotero\storage\PK2MM8ID,Schneider et al. - 2017 - Mapping functional diversity from remotely sensed morphological and physiological forest traits.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\PK2MM8ID\Schneider et al. - 2017 - Mapping functional diversity from remotely sensed morphological and physiological forest traits.pdf,4407611,2026-06-15T13:48:30,True
Hyperspectral Paper,Linking aerial hyperspectral data to canopy tree biodiversity: An examination of the spectral variation hypothesis,Full Text PDF,2024-00-00 2024,"Crofts, Anna L.; Wallis, Christine I. B.; St-Jean, Sabine; Demers-Thibeault, Sabrina; Inamdar, Deep; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",73,K5EB7VYS,application/pdf,C:\Users\PaintRock\Zotero\storage\K5EB7VYS,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\K5EB7VYS\.zotero-ft-cache,112966,2026-07-10T12:43:33,False
Hyperspectral Paper,Linking aerial hyperspectral data to canopy tree biodiversity: An examination of the spectral variation hypothesis,Full Text PDF,2024-00-00 2024,"Crofts, Anna L.; Wallis, Christine I. B.; St-Jean, Sabine; Demers-Thibeault, Sabrina; Inamdar, Deep; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",73,K5EB7VYS,application/pdf,C:\Users\PaintRock\Zotero\storage\K5EB7VYS,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\K5EB7VYS\.zotero-reader-state,108,2026-09-14T13:23:13,False
Hyperspectral Paper,Linking aerial hyperspectral data to canopy tree biodiversity: An examination of the spectral variation hypothesis,Full Text PDF,2024-00-00 2024,"Crofts, Anna L.; Wallis, Christine I. B.; St-Jean, Sabine; Demers-Thibeault, Sabrina; Inamdar, Deep; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",73,K5EB7VYS,application/pdf,C:\Users\PaintRock\Zotero\storage\K5EB7VYS,Crofts et al. - 2024 - Linking aerial hyperspectral data to canopy tree biodiversity An examination of the spectral variat.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\K5EB7VYS\Crofts et al. - 2024 - Linking aerial hyperspectral data to canopy tree biodiversity An examination of the spectral variat.pdf,1463056,2026-07-10T12:43:27,True
Hyperspectral Paper,Linking aerial hyperspectral data to canopy tree biodiversity: An examination of the spectral variation hypothesis,Snapshot,2024-00-00 2024,"Crofts, Anna L.; Wallis, Christine I. B.; St-Jean, Sabine; Demers-Thibeault, Sabrina; Inamdar, Deep; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",74,GJM633CP,text/html,C:\Users\PaintRock\Zotero\storage\GJM633CP,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\GJM633CP\.zotero-ft-cache,83606,2026-07-10T12:43:40,False
Hyperspectral Paper,Linking aerial hyperspectral data to canopy tree biodiversity: An examination of the spectral variation hypothesis,Snapshot,2024-00-00 2024,"Crofts, Anna L.; Wallis, Christine I. B.; St-Jean, Sabine; Demers-Thibeault, Sabrina; Inamdar, Deep; Arroyo-Mora, J. Pablo; Kalacska, Margaret; Laliberté, Etienne; Vellend, Mark",74,GJM633CP,text/html,C:\Users\PaintRock\Zotero\storage\GJM633CP,ecm.html,.html,C:\Users\PaintRock\Zotero\storage\GJM633CP\ecm.html,4963620,2026-07-10T12:43:34,True
Hyperspectral Paper,Measuring Rao's <i>Q</i> diversity index from remote sensing: An open source solution,ScienceDirect Snapshot,2017-01-01 2017-01-01,"Rocchini, Duccio; Marcantonio, Matteo; Ricotta, Carlo",77,TCVEM56L,text/html,C:\Users\PaintRock\Zotero\storage\TCVEM56L,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\TCVEM56L\.zotero-ft-cache,11059,2026-08-05T10:56:26,False
Hyperspectral Paper,Measuring Rao's <i>Q</i> diversity index from remote sensing: An open source solution,ScienceDirect Snapshot,2017-01-01 2017-01-01,"Rocchini, Duccio; Marcantonio, Matteo; Ricotta, Carlo",77,TCVEM56L,text/html,C:\Users\PaintRock\Zotero\storage\TCVEM56L,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\TCVEM56L\.zotero-reader-state,165,2026-09-14T16:16:00,False
Hyperspectral Paper,Measuring Rao's <i>Q</i> diversity index from remote sensing: An open source solution,ScienceDirect Snapshot,2017-01-01 2017-01-01,"Rocchini, Duccio; Marcantonio, Matteo; Ricotta, Carlo",77,TCVEM56L,text/html,C:\Users\PaintRock\Zotero\storage\TCVEM56L,S1470160X16304319.html,.html,C:\Users\PaintRock\Zotero\storage\TCVEM56L\S1470160X16304319.html,2210156,2026-08-05T10:56:21,True
Hyperspectral Paper,Reviewing the Spectral Variation Hypothesis: Twenty years in the tumultuous sea of biodiversity estimation by remote sensing,ScienceDirect Snapshot,2024-09-01 2024-09-01,"Torresani, Michele; Rossi, Christian; Perrone, Michela; Hauser, Leon T.; Féret, Jean-Baptiste; Moudrý, Vítězslav; Simova, Petra; Ricotta, Carlo; Foody, Giles M.; Kacic, Patrick; Feilhauer, Hannes; Malavasi, Marco; Tognetti, Roberto; Rocchini, Duccio",79,I2MI7SVC,text/html,C:\Users\PaintRock\Zotero\storage\I2MI7SVC,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\I2MI7SVC\.zotero-ft-cache,283652,2026-08-17T15:18:25,False
Hyperspectral Paper,Reviewing the Spectral Variation Hypothesis: Twenty years in the tumultuous sea of biodiversity estimation by remote sensing,ScienceDirect Snapshot,2024-09-01 2024-09-01,"Torresani, Michele; Rossi, Christian; Perrone, Michela; Hauser, Leon T.; Féret, Jean-Baptiste; Moudrý, Vítězslav; Simova, Petra; Ricotta, Carlo; Foody, Giles M.; Kacic, Patrick; Feilhauer, Hannes; Malavasi, Marco; Tognetti, Roberto; Rocchini, Duccio",79,I2MI7SVC,text/html,C:\Users\PaintRock\Zotero\storage\I2MI7SVC,S1574954124002449.html,.html,C:\Users\PaintRock\Zotero\storage\I2MI7SVC\S1574954124002449.html,3854720,2026-08-17T15:18:18,True
Hyperspectral Paper,Reviewing the Spectral Variation Hypothesis: Twenty years in the tumultuous sea of biodiversity estimation by remote sensing,ScienceDirect Full Text PDF,2024-09-01 2024-09-01,"Torresani, Michele; Rossi, Christian; Perrone, Michela; Hauser, Leon T.; Féret, Jean-Baptiste; Moudrý, Vítězslav; Simova, Petra; Ricotta, Carlo; Foody, Giles M.; Kacic, Patrick; Feilhauer, Hannes; Malavasi, Marco; Tognetti, Roberto; Rocchini, Duccio",80,4XCDT5RT,application/pdf,C:\Users\PaintRock\Zotero\storage\4XCDT5RT,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\4XCDT5RT\.zotero-ft-cache,279666,2026-08-17T15:18:34,False
Hyperspectral Paper,Reviewing the Spectral Variation Hypothesis: Twenty years in the tumultuous sea of biodiversity estimation by remote sensing,ScienceDirect Full Text PDF,2024-09-01 2024-09-01,"Torresani, Michele; Rossi, Christian; Perrone, Michela; Hauser, Leon T.; Féret, Jean-Baptiste; Moudrý, Vítězslav; Simova, Petra; Ricotta, Carlo; Foody, Giles M.; Kacic, Patrick; Feilhauer, Hannes; Malavasi, Marco; Tognetti, Roberto; Rocchini, Duccio",80,4XCDT5RT,application/pdf,C:\Users\PaintRock\Zotero\storage\4XCDT5RT,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\4XCDT5RT\.zotero-reader-state,114,2026-08-27T16:34:01,False
Hyperspectral Paper,Reviewing the Spectral Variation Hypothesis: Twenty years in the tumultuous sea of biodiversity estimation by remote sensing,ScienceDirect Full Text PDF,2024-09-01 2024-09-01,"Torresani, Michele; Rossi, Christian; Perrone, Michela; Hauser, Leon T.; Féret, Jean-Baptiste; Moudrý, Vítězslav; Simova, Petra; Ricotta, Carlo; Foody, Giles M.; Kacic, Patrick; Feilhauer, Hannes; Malavasi, Marco; Tognetti, Roberto; Rocchini, Duccio",80,4XCDT5RT,application/pdf,C:\Users\PaintRock\Zotero\storage\4XCDT5RT,Torresani et al. - 2024 - Reviewing the Spectral Variation Hypothesis Twenty years in the tumultuous sea of biodiversity esti.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\4XCDT5RT\Torresani et al. - 2024 - Reviewing the Spectral Variation Hypothesis Twenty years in the tumultuous sea of biodiversity esti.pdf,4385396,2026-08-17T15:18:19,True
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,.gitignore,,.gitignore,559,2026-07-10T16:27:06,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,.Rhistory,,.Rhistory,18580,2026-06-17T10:52:03,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,20260815_evan_next_steps.docx,.docx,20260815_evan_next_steps.docx,28930,2026-09-16T16:33:26,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,51sp_codeTree.pdf,.pdf,51sp_codeTree.pdf,5259,2026-03-09T13:37:56,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,51sp_codeTree.png,.png,51sp_codeTree.png,25020,2026-03-09T13:36:18,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,51sp_taxanomy.csv,.csv,51sp_taxanomy.csv,2818,2026-03-09T15:07:58,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,Checklist.md,.md,Checklist.md,14881,2026-09-16T16:33:26,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,CODEX_AGENT_GUIDELINES.md,.md,CODEX_AGENT_GUIDELINES.md,8655,2026-07-06T16:59:46,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,combined_quadrat_variable_guide.docx,.docx,combined_quadrat_variable_guide.docx,14719,2026-07-07T10:52:31,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,global_pca.rds,.rds,global_pca.rds,6264472606,2026-02-09T10:22:37,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,hsi_illumination_class.tif.aux.xml,.xml,hsi_illumination_class.tif.aux.xml,7344,2026-02-19T14:35:44,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,index_hyperspectral_zotero.py,.py,index_hyperspectral_zotero.py,9300,2026-09-16T16:33:26,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,markdown_script.R,.R,markdown_script.R,19813,2026-07-06T16:59:30,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,PlantTrait_Phylogene_Chart.drawio,.drawio,PlantTrait_Phylogene_Chart.drawio,5176,2026-02-05T17:04:28,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,PR_tree_DL.csv,.csv,PR_tree_DL.csv,15764033,2026-03-09T13:02:12,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,PRFPD_DTM_leafOff.tiff,.tiff,PRFPD_DTM_leafOff.tiff,1024351,1979-12-31T23:00:00,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,quadrat_analysis_10m.csv,.csv,quadrat_analysis_10m.csv,970891,2026-07-07T10:51:22,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,quadrat_analysis_20m.csv,.csv,quadrat_analysis_20m.csv,243257,2026-07-07T10:51:22,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,quadrat_analysis_50m.csv,.csv,quadrat_analysis_50m.csv,40682,2026-07-07T10:51:22,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,RESEARCH_OBJECTIVES.md,.md,RESEARCH_OBJECTIVES.md,14546,2026-09-16T16:33:26,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,spec_shannaon_DIV_with Geometry.csv,.csv,spec_shannaon_DIV_with Geometry.csv,119550,2026-02-05T10:51:05,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,PubMed entry,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",89,DAVE9DSM,text/html,.,species_summary.csv,.csv,species_summary.csv,615,2026-03-23T08:27:25,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,Full Text,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",90,CLN4FZWR,application/pdf,C:\Users\PaintRock\Zotero\storage\CLN4FZWR,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\CLN4FZWR\.zotero-ft-cache,39584,2026-08-27T16:59:15,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,Full Text,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",90,CLN4FZWR,application/pdf,C:\Users\PaintRock\Zotero\storage\CLN4FZWR,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\CLN4FZWR\.zotero-reader-state,115,2026-08-27T17:22:56,False
Hyperspectral Paper,Plant beta-diversity across biomes captured by imaging spectroscopy,Full Text,2022-05-19 2022-05-19,"Schweiger, Anna K.; Laliberté, Etienne",90,CLN4FZWR,application/pdf,C:\Users\PaintRock\Zotero\storage\CLN4FZWR,Schweiger and Laliberté - 2022 - Plant beta-diversity across biomes captured by imaging spectroscopy.pdf,.pdf,C:\Users\PaintRock\Zotero\storage\CLN4FZWR\Schweiger and Laliberté - 2022 - Plant beta-diversity across biomes captured by imaging spectroscopy.pdf,5162519,2026-08-27T16:59:00,True
Hyperspectral Paper,Biodiversity from the Sky: Testing the Spectral Variation Hypothesis in the Brazilian Atlantic Forest,Full Text PDF,2024-01-00 2024/1,"Pinon, Tobias Baruc Moreira; Mendonça, Adriano Ribeiro de; Silva, Gilson Fernandes da; Effgen, Emanuel Maretto; Rodrigues, Nívea Maria Mafra; Fernandes, Milton Marques; Sansevero, Jerônimo Boelsums Barreto; Almeida, Catherine Torres de; Dias, Henrique Machado; Gonçalves, Fabio Guimarães; Almeida, André Quintão de",92,6CQ63ZI6,application/pdf,C:\Users\PaintRock\Zotero\storage\6CQ63ZI6,.zotero-ft-cache,,C:\Users\PaintRock\Zotero\storage\6CQ63ZI6\.zotero-ft-cache,119836,2026-08-31T17:48:50,False
Hyperspectral Paper,Biodiversity from the Sky: Testing the Spectral Variation Hypothesis in the Brazilian Atlantic Forest,Full Text PDF,2024-01-00 2024/1,"Pinon, Tobias Baruc Moreira; Mendonça, Adriano Ribeiro de; Silva, Gilson Fernandes da; Effgen, Emanuel Maretto; Rodrigues, Nívea Maria Mafra; Fernandes, Milton Marques; Sansevero, Jerônimo Boelsums Barreto; Almeida, Catherine Torres de; Dias, Henrique Machado; Gonçalves, Fabio Guimarães; Almeida, André Quintão de",92,6CQ63ZI6,application/pdf,C:\Users\PaintRock\Zotero\storage\6CQ63ZI6,.zotero-reader-state,,C:\Users\PaintRock\Zotero\storage\6CQ63ZI6\.zotero-reader-state,107,2026-09-14T12:35:09,False
