"scale","quad_id","sa_entropy","boot_sd","boot_cv","boot_se","env_elev","crown_equivalent_individuals","present_species_count","composition_cluster","composition_type","brightness_n_pixels","mean_pixel_brightness","median_pixel_brightness","sd_pixel_brightness","blue_brightness_n_pixels","mean_blue_pixel_brightness","green_brightness_n_pixels","mean_green_pixel_brightness","red_brightness_n_pixels","mean_red_pixel_brightness","nir_brightness_n_pixels","mean_nir_pixel_brightness"
"10m","1322_d",2.94364515974825,0.00752904254024858,0.00255772762396826,0.00089989270450008,221.233413002746,2.50569532625232,5,"10m_C6","CACA38+FRAMCO+ACSA3C",4318,0.052881216047562,0.0515034180134535,0.0138665935997156,4318,0.0180265068378364,4318,0.0423128712858215,4318,0.106316076169505,4318,0.502559860897194
"10m","1323_a",2.88016876878241,0.00743359505046184,0.00258095814767284,0.000888484547451854,223.142641368176,1.12584599644754,4,"10m_C6","CACA38+FRAMCO+ACSA3C",6575,0.0503037930217646,0.0499227680265903,0.0116464057062961,6575,0.0194573862910944,6575,0.0411215023410399,6575,0.104355848808336,6575,0.503811182100397
"10m","1323_b",2.91073316298007,0.00861889212579309,0.00296107256941715,0.00103015464495148,225.16180858477,1.38027377662805,5,"10m_C6","CACA38+FRAMCO+ACSA3C",5932,0.0523466927898057,0.0521311741322279,0.0116062893993387,5932,0.0190412168277887,5932,0.0424599681129453,5932,0.107553222494595,5932,0.500414929039204
"10m","1323_c",2.76703369249693,0.0113012760919141,0.00408425677018626,0.00135076085070425,226.979024715154,2.41875993518843,5,"10m_C3","QUAL+ACSA3C+CACA38",7884,0.0540766732333458,0.0545528829097748,0.012023262149723,7884,0.0204741608813508,7884,0.0438166050071694,7884,0.115764602489946,7884,0.538588337002011
"10m","1323_d",2.76253840289962,0.0106885208697234,0.0038690940399252,0.00127752259349611,225.161918157526,2.32138897689523,5,"10m_C3","QUAL+ACSA3C+CACA38",8371,0.0538857237348764,0.0536420978605747,0.0115097943496324,8371,0.0196148402784497,8371,0.043611104715774,8371,0.109862787933863,8371,0.523578548088426
"10m","1324_a",2.83645029301268,0.00980319811864565,0.00345615015457696,0.00117170628543784,226.985765369495,2.57912546554972,6,"10m_C3","QUAL+ACSA3C+CACA38",7660,0.0516479309067111,0.0511047895997763,0.0117367127257875,7660,0.02106470553567,7660,0.0429959098445543,7660,0.098951234171134,7660,0.452181283109941
"10m","1324_b",2.74385016617058,0.0821192960738675,0.0299284913900661,0.0098151332045888,228.224184483792,1.63986480687729,4,"10m_C1","QUAL+FRAMCO+QURU",6973,0.0491075082936507,0.0493264682590961,0.00927863032173368,6973,0.0199790756127284,6973,0.0406175705424749,6973,0.105107202539345,6973,0.514115104969683
"10m","1324_c",2.8694621420826,0.00898635548096952,0.00313172122021704,0.00107407491645037,229.605578530226,1.41954748656968,4,"10m_C1","QUAL+FRAMCO+QURU",6381,0.0467033971552331,0.0459977351129055,0.00985414826083361,6381,0.0194259072034803,6381,0.0391572072227242,6381,0.091266866824164,6381,0.416987378881155
"10m","1324_d",2.81032521940533,0.00729593091636253,0.00259611623095577,0.000872030536296379,228.666897953186,1.43189214773196,6,"10m_C1","QUAL+FRAMCO+QURU",5916,0.0504511312252267,0.0493195280432701,0.0125976151461476,5916,0.0190956476515227,5916,0.0414538046614513,5916,0.0980936806437803,5916,0.444167856136671
"10m","14_a",2.88493496545277,0.0124035608711875,0.00429942477723786,0.00148250908108639,250.134952409454,3.61242433350965,3,"10m_C6","CACA38+FRAMCO+ACSA3C",7629,0.0598013786163715,0.0611413791775703,0.0140676099616068,7629,0.0202453476267166,7629,0.0469379516268406,7629,0.119632268817076,7629,0.504318593862042
"10m","14_b",2.8450989975978,0.00720920162916538,0.002533901855525,0.000861664403763858,253.693075748703,2.07917726957735,6,"10m_C1","QUAL+FRAMCO+QURU",6476,0.0606331980572651,0.0617326982319355,0.0142873668337711,6476,0.0201749259423012,6476,0.0476886372560088,6476,0.119042026191279,6476,0.498475839164525
"10m","14_c",2.88628069222606,0.012256427829629,0.00424644348092706,0.00146492331902148,254.025252388665,3.27821663386559,4,"10m_C1","QUAL+FRAMCO+QURU",8116,0.0586909782529307,0.0581441577523947,0.0149114355563569,8116,0.0193370422638191,8116,0.0467132942080557,8116,0.113838695568187,8116,0.48400957997075
"10m","14_d",2.82332665639863,0.0107157432294624,0.00379543160731221,0.00128077628781348,251.520137569644,2.13825242706879,5,"10m_C1","QUAL+FRAMCO+QURU",8253,0.0567012225553857,0.0567271895706654,0.0128443117681467,8253,0.0196941292294761,8253,0.0453223951343687,8253,0.107785653971877,8253,0.454847319846072
"10m","1400_a",2.81146308742958,0.00935633055015426,0.00332792224517819,0.00111829539519338,208.399446033337,2.11135893165588,3,"10m_C4","FRAMCO+AEFL+QUMU",6408,0.0553856282056043,0.0539853908121586,0.0154781006449457,6408,0.0170877918547326,6408,0.0436411149766209,6408,0.103374004206096,6408,0.454859533493771
"10m","1400_b",2.91111167549858,0.00927733530858211,0.00318687028967832,0.00110885365792055,208.536475186349,0.426446991989042,1,"10m_C5","LITU+LIST2+ACNE2",6806,0.0552704375614353,0.0538562219589949,0.0150974124629903,6806,0.017521642345124,6806,0.0436982708910853,6806,0.100857428050213,6806,0.432086638513884
"10m","1400_c",2.88417289750421,0.00830058591141362,0.00287797791824354,0.000992109775555956,210.138375483585,1.73752270700204,6,"10m_C4","FRAMCO+AEFL+QUMU",6570,0.060482739150252,0.0551600996404886,0.0216004722252027,6570,0.0166912399145445,6570,0.0467204898952422,6570,0.105112606793816,6570,0.43160326204069
"10m","1400_d",2.81428441797397,0.0108582735263584,0.00385827155813037,0.00129781191666818,209.982035264343,2.95105667049865,4,"10m_C4","FRAMCO+AEFL+QUMU",6284,0.0513320767363969,0.0501745641231537,0.0130986702906052,6284,0.0143072093149191,6284,0.0400512606442926,6284,0.0989549061720213,6284,0.450668891628624
"10m","1401_a",2.9494481705836,0.218540103694645,0.0740952514013507,0.0261205384222745,211.726851485249,1.36603299234564,3,"10m_C4","FRAMCO+AEFL+QUMU",4556,0.0500903248985619,0.0485094301402569,0.0132088286162399,4556,0.0153097545418124,4556,0.0396226326562648,4556,0.09352595254553,4556,0.403532580533625
"10m","1401_b",3.01654068125852,0.00834221245302937,0.00276548978930029,0.000997085098900635,212.194069160319,2.77074530819322,5,"10m_C4","FRAMCO+AEFL+QUMU",3804,0.047967987347073,0.0451343078166246,0.0128920476561311,3804,0.0147186145543328,3804,0.0381224327024693,3804,0.0912078717655182,3804,0.393411902199753
"10m","1401_c",3.05066295286483,0.159839409957881,0.0523949752652217,0.0191044635680788,215.071128746089,0.769144743413709,4,"10m_C3","QUAL+ACSA3C+CACA38",5208,0.0545638377185247,0.0544616393744946,0.0136244263954666,5208,0.0220395534953894,5208,0.0449124992404366,5208,0.097293047680771,5208,0.405796637497177
"10m","1401_d",2.85170791207535,0.00859803040056661,0.00301504595339476,0.00102766119186841,213.384574398526,0.653707275136452,4,"10m_C4","FRAMCO+AEFL+QUMU",7198,0.0516392699424431,0.0517101306468248,0.0111432598767257,7198,0.0195525125792464,7198,0.042013497485885,7198,0.101745798924025,7198,0.460908764705174
"10m","1402_a",2.9303662781916,0.00756291031301272,0.00258087542478819,0.000903940677594294,216.963788498844,2.34419223929444,4,"10m_C4","FRAMCO+AEFL+QUMU",5031,0.0495332743768171,0.0484536662697792,0.0118210246171792,5031,0.0171975671613613,5031,0.0395809432466564,5031,0.0948406967187552,5031,0.423557765403397
"10m","1402_b",2.96346672626216,0.00932606056287154,0.00314701038490638,0.00111467743971293,218.198157014449,1.04312618011939,2,"10m_C3","QUAL+ACSA3C+CACA38",6315,0.0524838499332574,0.0514306165277958,0.0135761859347719,6315,0.0205397600227603,6315,0.0429491948489951,6315,0.0942540306595027,6315,0.400917268916268
"10m","1402_c",2.82054802459995,0.00917953088390222,0.00325452032861741,0.00109716379327086,220.127333410241,0.664655416714881,4,"10m_C3","QUAL+ACSA3C+CACA38",7717,0.0521163119750697,0.0519194826483727,0.0122297294487262,7717,0.0166085463643927,7717,0.0410060909012928,7717,0.0991016090539922,7717,0.429434464032073
"10m","1402_d",2.79880047273285,0.00826067949128125,0.00295150710876336,0.000987340046052123,219.917270312933,3.50196207781235,6,"10m_C6","CACA38+FRAMCO+ACSA3C",8446,0.0556667486916704,0.0557582061737776,0.0127691335818394,8446,0.0176936470919555,8446,0.0438719534960693,8446,0.106338666002422,8446,0.461930391818476
"10m","1403_a",2.8246553325946,0.00768733963810154,0.00272151421428125,0.000918812826512926,221.407969584009,2.64950001032037,5,"10m_C6","CACA38+FRAMCO+ACSA3C",7784,0.0553370247420808,0.0542922839522362,0.0144383238485456,7784,0.017027133971443,7784,0.0428245034222619,7784,0.105629698914889,7784,0.442527778822094
"10m","1403_b",2.75349999628981,0.0836155605813721,0.0303670095129978,0.00999397101923891,221.652881260842,2.19253650053209,6,"10m_C6","CACA38+FRAMCO+ACSA3C",6573,0.0484509488294817,0.0473705343902111,0.0111897253087229,6573,0.0147268473656723,6573,0.038005019502662,6573,0.0941295165749549,6573,0.416268729890307
"10m","1403_c",2.78136082854854,0.163265403373718,0.058699828406988,0.0195139481026788,223.099720311295,2.77746459032014,4,"10m_C6","CACA38+FRAMCO+ACSA3C",6557,0.0486738313457052,0.0478975623846054,0.0108847549175678,6557,0.0151579360407209,6557,0.0383678033038962,6557,0.0973101475673772,6557,0.432698111400004
"10m","1403_d",2.7008204269027,0.081630377647833,0.0302242891955045,0.00975669627554608,223.137347607504,0.923341161931689,6,"10m_C1","QUAL+FRAMCO+QURU",6423,0.0472361757741174,0.0461093261837959,0.0103412850019567,6423,0.015232939767369,6423,0.0375780110411985,6423,0.0952429307643849,6423,0.435915974151182
"10m","1404_a",2.85353614076046,0.00900306104306743,0.00315505414999515,0.00107607161302581,224.854775542294,2.44852832018381,5,"10m_C6","CACA38+FRAMCO+ACSA3C",6452,0.0545964181721696,0.0537834875285625,0.0146467868919953,6452,0.0176037905977838,6452,0.0428438029756607,6452,0.102939769119,6452,0.431384619862934
"10m","1404_b",2.86422174448648,0.319533672418944,0.111560382164557,0.0381915786920806,224.664696167178,2.78737544409321,4,"10m_C6","CACA38+FRAMCO+ACSA3C",6752,0.049764693889853,0.0495198126882315,0.0104469958765617,6752,0.016743331772214,6752,0.0393618263079442,6752,0.100125702211456,6752,0.431008284617352
"10m","1404_c",2.87286947786787,0.0809682763849485,0.0281837643543207,0.00967756003837848,226.180351962635,0.829553414272054,2,"10m_C5","LITU+LIST2+ACNE2",6354,0.0491714950473284,0.0484804157167673,0.0112793045743196,6354,0.016857983631875,6354,0.0395336125900931,6354,0.0962039802064847,6354,0.421471152207587
"10m","1404_d",2.95291142578759,0.0119423704430839,0.0040442697802555,0.00142738628168433,226.429805672436,2.41132448418976,3,"10m_C3","QUAL+ACSA3C+CACA38",7674,0.0548311219375181,0.0555736292153597,0.0116206104456791,7674,0.0185971457748015,7674,0.044115735954138,7674,0.104501986106369,7674,0.451001651472887
"10m","1405_a",2.9945165810405,0.140751266800108,0.0470030013162264,0.0168229940879547,227.537121831809,1.09341729403795,5,"10m_C3","QUAL+ACSA3C+CACA38",7894,0.0592426249961748,0.0601907875388861,0.0141250983840365,7894,0.0213134513942736,7894,0.0478786957712157,7894,0.107160266951248,7894,0.443673705516186
"10m","1405_b",2.77092870170784,0.0821973877628831,0.0296642016491516,0.00982446694667507,227.267577338645,0.916291925630742,4,"10m_C3","QUAL+ACSA3C+CACA38",7463,0.0533922177552378,0.0537388436496258,0.0113530310542203,7463,0.0175775020755151,7463,0.0428905472187036,7463,0.108712469666025,7463,0.479039683859258
"10m","1405_c",2.89281243806956,0.00792197525123094,0.00273850290014566,0.000946857146271024,228.309355283485,2.66445719320143,4,"10m_C6","CACA38+FRAMCO+ACSA3C",6249,0.0532605205003067,0.0540804415941238,0.011718223949447,6249,0.0177969165386944,6249,0.0426166846265279,6249,0.10498360854745,6249,0.453529743865099
"10m","1405_d",2.89307580063392,0.00808578544120665,0.00279487507359293,0.000966436208826971,228.793599806847,2.94822430031235,6,"10m_C3","QUAL+ACSA3C+CACA38",7130,0.0573701300231157,0.0579803623259068,0.0131465082107634,7130,0.0201056324312856,7130,0.0459946434584076,7130,0.106657749511349,7130,0.449679076589111
"10m","1406_a",3.04014449301537,0.00787888013676027,0.00259161370614513,0.000941706294897235,230.696695972018,3.04210749055988,6,"10m_C3","QUAL+ACSA3C+CACA38",6474,0.0560702159350573,0.0571107622236013,0.0150624827977281,6474,0.0210483648365718,6474,0.0459103472882569,6474,0.102486459718,6474,0.439818398605102
"10m","1406_b",2.9656808756134,0.00951297447312297,0.00320768648823531,0.00113701792501444,229.798693246852,2.14728868577689,5,"10m_C6","CACA38+FRAMCO+ACSA3C",5930,0.0435395162197656,0.0420776065438986,0.00926093356070312,5930,0.0136133625075404,5930,0.0344647673512395,5930,0.0941387877485042,5930,0.414796784205579
"10m","1406_c",3.00170654146559,0.00787455813603364,0.00262336042089873,0.000941189717005432,230.924799358916,1.91933527079554,5,"10m_C4","FRAMCO+AEFL+QUMU",5893,0.0509630008437082,0.0462281852960587,0.0170118223321062,5893,0.0161417203619415,5893,0.0404949352308178,5893,0.100175006952811,5893,0.440876549232948
"10m","1406_d",2.96666566730693,0.243526482956909,0.0820876061770644,0.0291069819560682,232.167982679355,5.13573630876059,7,"10m_C3","QUAL+ACSA3C+CACA38",2960,0.0431426037449037,0.040941696614027,0.00976755774769167,2960,0.0154843832667345,2960,0.0353510869983368,2960,0.0843080770776882,2960,0.389347492629285
"10m","1407_a",2.98804466466211,0.00718878744655812,0.00240585006361377,0.000859224442255021,233.270470010114,1.24304573448596,5,"10m_C3","QUAL+ACSA3C+CACA38",4934,0.0499973161411058,0.0485583413392305,0.0129481342023064,4934,0.0173295598494491,4934,0.0402587122262493,4934,0.0988421202266458,4934,0.431922206026866
"10m","1407_b",2.89345078883925,0.00904802134488832,0.00312706937328561,0.00108144539692788,231.615071194966,3.82362055137774,6,"10m_C3","QUAL+ACSA3C+CACA38",6247,0.0539083157640534,0.0507821701467037,0.0168281575634479,6247,0.0180289341365358,6247,0.0432434532394155,6247,0.106152665259234,6247,0.463287870672291
"10m","1407_c",2.90283027739477,0.00923923892730461,0.0031828381422274,0.00110430026943905,232.269695764356,2.19099587684853,6,"10m_C3","QUAL+ACSA3C+CACA38",6520,0.0535691238005583,0.0529614314436913,0.0136040068363887,6520,0.0186788345178022,6520,0.0431480509938311,6520,0.105232528016584,6520,0.452917356950419
"10m","1407_d",2.85480565958783,0.0108844999707961,0.00381269384633615,0.00130094657633949,233.841959542332,1.62083737524687,4,"10m_C3","QUAL+ACSA3C+CACA38",7480,0.0555696942512305,0.0546607468277216,0.0145067263587897,7480,0.0184228436245411,7480,0.0444393895751625,7480,0.106881223406721,7480,0.468584659683244
"10m","1408_a",2.90782680987341,0.00812295921217204,0.00279348109199312,0.000970879324284439,233.73221238839,1.67654813831591,3,"10m_C3","QUAL+ACSA3C+CACA38",5622,0.0529308603153465,0.0526437126100063,0.0129746641194242,5622,0.0189868483935168,5622,0.0427816826586072,5622,0.101850105740062,5622,0.444091317344501
"10m","1408_b",2.79370838222095,0.00874485192781182,0.00313019497076492,0.00104520972085137,232.422679493905,1.11780555163977,5,"10m_C3","QUAL+ACSA3C+CACA38",7553,0.055939064381747,0.0564932972192764,0.0133458792724704,7553,0.0186918620575503,7553,0.0446674293318429,7553,0.107998447276738,7553,0.474011419908102
"10m","1408_c",2.80925019601165,0.00885904917692315,0.00315352800882617,0.00105885890277589,231.892141073967,2.56940994813265,6,"10m_C6","CACA38+FRAMCO+ACSA3C",6425,0.0554642158848186,0.0539442971348763,0.0149453482008411,6425,0.0177903062353934,6425,0.0438931067422935,6425,0.105437073311095,6425,0.453150791514894
"10m","1408_d",2.75436633624911,0.00910714948317821,0.00330644089107635,0.00108851256117795,232.734572847964,1.76156092753876,5,"10m_C3","QUAL+ACSA3C+CACA38",6445,0.0523629629003322,0.0522390156984329,0.0120879613698603,6445,0.0191605378398472,6445,0.0424676701259811,6445,0.107287398723436,6445,0.475310285740161
"10m","1409_a",2.83591339406368,0.00769260350600808,0.00271256644230065,0.000919441979064692,230.428176036378,2.55732112998364,6,"10m_C6","CACA38+FRAMCO+ACSA3C",5718,0.0497331989544042,0.0486051719635725,0.0125864837361372,5718,0.0174886965331516,5718,0.040339274385304,5718,0.10078997402037,5718,0.44379539348258
"10m","1409_b",2.78326194043389,0.114167726741833,0.0410193970906077,0.013645653326451,229.870491562237,2.96148761748338,9,"10m_C3","QUAL+ACSA3C+CACA38",6308,0.0493808299806217,0.0494597852230072,0.0108849072359338,6308,0.0161759121130266,6308,0.0392535861790118,6308,0.101878319590678,6308,0.455756706380644
"10m","1409_c",2.83093550574553,0.00890367854047922,0.00314513648311971,0.00106419313198975,227.700184040121,3.77220486295702,5,"10m_C2","FAGR+LIST2+LITU",6501,0.0590470034206208,0.0572276413440704,0.0180085375035975,6501,0.016556736614306,6501,0.0468300978649981,6501,0.100901365900862,6501,0.408258412635876
"10m","1409_d",2.84511125975054,0.00661006544171045,0.00232330648548697,0.000790053932550492,227.816118050169,2.16944374682076,5,"10m_C2","FAGR+LIST2+LITU",4849,0.0575603817786063,0.0562970079481602,0.0164775585308392,4849,0.017204526255821,4849,0.0459153548978517,4849,0.106922798077311,4849,0.451988729197316
"10m","1410_a",2.83183342574132,0.266867238006154,0.0942383247476124,0.0318967357759006,224.907331262884,1.43441809093108,3,"10m_C2","FAGR+LIST2+LITU",7817,0.0586362925523841,0.0589568763971329,0.013804019159564,7817,0.017829575192745,7817,0.0460060838107909,7817,0.113934016444252,7817,0.490830363254611
"10m","1410_b",2.7452566288243,0.00929291645837295,0.00338508114716867,0.00111071596152018,224.411196698793,1.69664418463706,6,"10m_C2","FAGR+LIST2+LITU",6576,0.0582555257695457,0.0587560869753361,0.0140042626001662,6576,0.0176832705108559,6576,0.0455665573476673,6576,0.112476868214961,6576,0.480074090998724
"10m","1410_c",2.76442740601916,0.177343607044774,0.0641520217382566,0.021196615282247,221.712765924745,3.63828323320511,7,"10m_C4","FRAMCO+AEFL+QUMU",8642,0.0597703201199255,0.0609002895653248,0.01281720690352,8642,0.0203042199971375,8642,0.0476281227599666,8642,0.115779624532969,8642,0.482655847599953
"10m","1410_d",3.06563670223593,0.334537379429453,0.109124926376781,0.0399848646785837,222.213444652905,1.87078919265901,4,"10m_C4","FRAMCO+AEFL+QUMU",7848,0.0566479114962269,0.0572702530771494,0.0122839562055683,7848,0.0192841542134251,7848,0.0450601420721691,7848,0.11663346778595,7848,0.515334288562163
"10m","1411_a",2.78470760026693,0.00798573357979669,0.00286770990930294,0.000954477724109537,219.018842652322,2.80242410018319,7,"10m_C4","FRAMCO+AEFL+QUMU",6734,0.0546280390220352,0.0513931047171354,0.0166229988463783,6734,0.0170713670913927,6734,0.0435022721194605,6734,0.101787653795728,6734,0.445542242242395
"10m","1411_b",2.8098632155969,0.0832697633880599,0.0296348103088608,0.00995264034939148,218.686427520344,3.99394697659978,5,"10m_C4","FRAMCO+AEFL+QUMU",7161,0.052591846667458,0.0517353564500809,0.0127755410807852,7161,0.0195527911428568,7161,0.0427720074876832,7161,0.0991367763935047,7161,0.429557528518075
"10m","1411_c",2.85562948222872,0.00820119619304998,0.00287193988018684,0.000980230432069765,215.405649636125,2.81063962987377,4,"10m_C5","LITU+LIST2+ACNE2",7185,0.0523370409816006,0.0498776957392693,0.0141302986591372,7185,0.0173070177113624,7185,0.0422385866196389,7185,0.099540216250425,7185,0.434482028463398
"10m","1411_d",2.83343148592732,0.00873631959617546,0.00308330010433135,0.00104418991216376,215.744130803806,2.1717166594501,6,"10m_C5","LITU+LIST2+ACNE2",7317,0.057448691639729,0.0571247041225433,0.0151627023058232,7317,0.0173391954778358,7317,0.046074205294464,7317,0.0990240812792592,7317,0.409710452793141
"10m","1412_a",2.81614586803275,0.0106507933386876,0.00378204604370436,0.00127301329105076,211.823706561917,1.75764601555128,4,"10m_C5","LITU+LIST2+ACNE2",7419,0.0522148907716857,0.0515943393111229,0.011884870804388,7419,0.0170066631353764,7419,0.0420945341838309,7419,0.101404860586112,7419,0.442781972746946
"10m","1412_b",2.83771589073331,0.00747282731934624,0.00263339516959718,0.000893173700469827,211.320970931467,2.1331981539642,4,"10m_C5","LITU+LIST2+ACNE2",6375,0.0470220681361708,0.0454067923128605,0.0106628687268765,6375,0.0154994240013684,6375,0.0379544524781886,6375,0.0929110786730893,6375,0.418496101041389
"10m","1412_c",2.87356217800389,0.00723219638375314,0.00251680525276713,0.00086441280261865,206.359248368202,1.46124810350962,5,"10m_C5","LITU+LIST2+ACNE2",4966,0.0504584210893673,0.0503094680607319,0.0115719821884319,4966,0.0153291162414772,4966,0.0404496268055209,4966,0.102595021245207,4966,0.44822562946387
"10m","1412_d",2.85607748422357,0.00809285979163655,0.00283355750547384,0.000967281755429598,206.795973073654,1.24748364681552,2,"10m_C5","LITU+LIST2+ACNE2",5758,0.0512945655595541,0.0499173365533352,0.0130368224991422,5758,0.0173022667273172,5758,0.0414760830999525,5758,0.0970145122523411,5758,0.413477593289922
"10m","1413_a",2.79904006883277,0.00977069039154553,0.00349072901825947,0.00116782086889239,206.355645043307,0.809276532310348,2,"10m_C5","LITU+LIST2+ACNE2",6573,0.0553591915025285,0.0545149333775043,0.014920087245981,6573,0.0183470481446997,6573,0.0449120224435616,6573,0.101579111647396,6573,0.433343689406542
"10m","1413_b",2.74518937782657,0.00950364527920357,0.00346192701893952,0.00113590287306699,207.043977927749,2.66234400306122,4,"10m_C5","LITU+LIST2+ACNE2",7847,0.0589721530758493,0.059341449290514,0.0144158946063768,7847,0.0188712078610128,7847,0.047598950593829,7847,0.109723707088098,7847,0.466408731850445
"10m","1413_c",2.85117390831505,0.00826410521621001,0.00289849215865399,0.00098774949849638,206.890840965938,2.07741651614292,3,"10m_C5","LITU+LIST2+ACNE2",6837,0.0558077226858382,0.0542431585490704,0.0162068533817994,6837,0.0199210268345102,6837,0.0461516533003741,6837,0.0980194616272208,6837,0.423054400128467
"10m","1413_d",2.80306801362212,0.00932570753862954,0.00332696441659969,0.00111463524524555,206.498933144944,2.74431824410956,3,"10m_C5","LITU+LIST2+ACNE2",6339,0.0556039779101318,0.053770724684,0.0164670218933122,6339,0.0193907524635139,6339,0.0455413848462295,6339,0.0987665189108799,6339,0.41910062122785
"10m","1414_a",2.70719015152057,0.34490878821178,0.127404714448319,0.0412244851281577,206.880895111844,0.423825735848656,3,"10m_C5","LITU+LIST2+ACNE2",6227,0.0557247823813485,0.0550748705863953,0.0147503439003783,6227,0.017946311407461,6227,0.0451680074708214,6227,0.109800819292903,6227,0.463847039309078
"10m","1414_b",2.82743514592123,0.00778809344478652,0.00275447288544226,0.00093085520973785,206.53153650461,2.73457436869044,2,"10m_C5","LITU+LIST2+ACNE2",6283,0.0571134437095554,0.0571460723876953,0.0153823258124303,6283,0.0193865252576869,6283,0.0467847360447368,6283,0.103032399709664,6283,0.44715293840028
"10m","1414_c",2.78211744528301,0.00892656149311156,0.0032085494838639,0.00106692816795497,206.505964378567,3.25004337402696,2,"10m_C5","LITU+LIST2+ACNE2",7932,0.0602359103094796,0.0608167517930269,0.0144790991904011,7932,0.0202804712343162,7932,0.0491073002314106,7932,0.11087749403513,7932,0.479808194912609
"10m","1414_d",2.83077138734369,0.00947609888007383,0.003347532380199,0.00113261044863458,207.341392831198,1.94255769627906,2,"10m_C5","LITU+LIST2+ACNE2",7728,0.0572007117372616,0.0575566347688437,0.0133519626669944,7728,0.0186277270601662,7728,0.0463474740584777,7728,0.110642659168795,7728,0.480339778475618
"10m","1415_a",2.82767332027562,0.00763759779380955,0.00270101844475623,0.000912867538975042,207.86090132789,3.30890651822541,2,"10m_C5","LITU+LIST2+ACNE2",7524,0.0601757275099544,0.060712730512023,0.0154009972617138,7524,0.0207616166647014,7524,0.0491780961507103,7524,0.110537748549601,7524,0.476317080883859
"10m","1415_b",2.88860689395712,0.00980441349271332,0.0033941667567241,0.00117185155042351,206.554900113494,2.64435324607829,3,"10m_C5","LITU+LIST2+ACNE2",8154,0.0633743691523344,0.0634012445807457,0.0168961163704222,8154,0.024389631034517,8154,0.0528972242097275,8154,0.10729339145388,8154,0.439400059196697
"10m","1415_c",2.8670936041505,0.00898376287540459,0.00313340410735087,0.00107376504081598,206.623376735371,1.23531196729768,4,"10m_C5","LITU+LIST2+ACNE2",7996,0.064609472462586,0.0653154887259007,0.0161956456057344,7996,0.0209372085530329,7996,0.0525061573410029,7996,0.115493192830031,7996,0.486230735201146
"10m","1415_d",2.82716681162125,0.00877589912897315,0.00310413205648116,0.00104892057115815,207.668566768778,3.79737296005938,4,"10m_C5","LITU+LIST2+ACNE2",7649,0.0574142691405466,0.0569507777690887,0.014600103428099,7649,0.0207362061749934,7649,0.0472977949016795,7649,0.107981080132168,7649,0.479020735878526
"10m","1416_a",2.83037359336446,0.0121863813322988,0.00430557342707995,0.00145655116126221,207.358569019612,3.95584735206344,4,"10m_C5","LITU+LIST2+ACNE2",7980,0.0592244638013362,0.0596147831529379,0.0142423399604425,7980,0.0214843528179374,7980,0.0487691595744424,7980,0.11177009932741,7980,0.497314776975713
"10m","1416_b",2.84952671294511,0.217286275363174,0.0762534614524103,0.0259706772729777,206.714268479917,0.909643710370248,5,"10m_C5","LITU+LIST2+ACNE2",7900,0.0687769707700214,0.0703447237610817,0.0167303969764884,7900,0.0240961562138858,7900,0.0565579456711865,7900,0.117434360775623,7900,0.483738934025133
"10m","1416_c",2.90906091370153,0.177829139563327,0.0611293970249163,0.0212546475179407,206.590412344783,1.64715275574873,5,"10m_C5","LITU+LIST2+ACNE2",8666,0.0666336858470553,0.0667599439620972,0.0151323879206703,8666,0.0263499601211644,8666,0.0558342179777318,8666,0.117599228902507,8666,0.483884160908203
"10m","1416_d",2.82402922986483,0.00974841205348466,0.00345195154157496,0.00116515809819051,207.41498906602,2.370901509243,2,"10m_C5","LITU+LIST2+ACNE2",8612,0.0659930948191831,0.0656206905841827,0.0169496807108078,8612,0.0260993126802769,8612,0.0553133340723963,8612,0.116216185706635,8612,0.493870147528742
"10m","1417_a",2.88819633808485,0.115110831908346,0.0398556117499529,0.0137583759541138,206.043197119921,0.257847908669031,3,"10m_C5","LITU+LIST2+ACNE2",8438,0.0621651178089013,0.0633827783167362,0.0139746057320483,8438,0.0234410665734424,8438,0.051440742105263,8438,0.114579220821705,8438,0.49053919954466
"10m","1417_b",2.87167720680938,0.00871923121191099,0.00303628527302294,0.00104214745958774,206.176785073215,2.04189342946446,2,"10m_C5","LITU+LIST2+ACNE2",9086,0.0635314030058628,0.0629749521613121,0.0151186660764475,9086,0.0240345894922055,9086,0.0529461292520565,9086,0.112478212127319,9086,0.476730073764215
"10m","1417_c",2.98858242895204,0.00999325462207977,0.00334381094035407,0.00119442238246729,206.479752420573,0.00641510444028966,1,"10m_C5","LITU+LIST2+ACNE2",7513,0.0659459283004945,0.0660702362656593,0.0169281199333525,7513,0.0251462360927511,7513,0.0547754385122315,7513,0.110771042392189,7513,0.452056406382221
"10m","1417_d",2.99832463446519,0.0811411424743702,0.0270621604951204,0.00969822148794454,205.317834762747,2.0371097703298,2,"10m_C5","LITU+LIST2+ACNE2",8364,0.0688843255408735,0.0694113969802856,0.0175438836716553,8364,0.0272873129969176,8364,0.0572886355271856,8364,0.115824894066824,8364,0.444812679243248
"10m","1418_a",3.00752800951933,0.011550278775048,0.0038404559287526,0.00138052236377252,204.776002919721,0.111068172156108,2,"10m_C5","LITU+LIST2+ACNE2",9157,0.0638881213611129,0.0648545175790787,0.0117810602905892,9157,0.0212221095393803,9157,0.0520191748229106,9157,0.109804296991786,9157,0.443694000037482
