quad_id,scale,Name,sub_id,ACNE2,ACRU,ACSA3C,AEFL,ALJU,CACA18,CACA38,CACO15,CAGL8,CALA21,CAOV2,CAOV3,CAPA24,CARYA,CATO6,CELA,DIVI5,FAGR,FRAMCO,FRQU,GLTR,JUNI,JUVI,LIBE3,LIST2,LITU,MAAC,NYSY,OSVI,OXAR,PATO2,PIEC2,PIVI2,PLOC,PRSES,QUAL,QUFA,QUMO4,QUMU,QUNI,QUPA5,QURU,QUSH,QUVE,SAAL5,TIAM,ULAL,ULAM,ULRU,ULSE,richness,shannon,simpson,evenness,faith_pd,rao_pd,afaith_pd
1104_d,10m,1104,1104_d,0,0,0.0521936306285969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19689274623669903,0.10645370510940523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24856393795495071,0,0,0,0,0,0,0.38830521985282446,0,0,0,0,5,1.4291717624952558,0.7305363637507095,0.8879943435244348,970.816282,247.0469745341044,365.62045055354776
1203_a,10m,1203,1203_a,0,0,0.32808353247747263,0,0,0,0.002093188142604886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2710277361310883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2274786716514565,0,0,0,0,0,0,0,4,1.1023480211324623,0.6609284507813296,0.7951760117107829,866.558222,338.4566986837191,376.642118806401
1203_b,10m,1203,1203_b,0,0,0,0,0,0,0.3098953125352686,0,0,0,0.12411111031290373,0,0,0,0,0,0,0,0,0,0,0,1.9567059744423398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003201781237129308,0,0,0,0,0,0,0,4,0.5917769371096995,0.31246423865316464,0.4268768262403117,838.628648,196.6201156703225,910.0839796636229
1203_c,10m,1203,1203_c,0,0,0.3268940605172103,0,0,0,0.6901046874237371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9004831626664682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8654612974825162,0.5071560189358529,0.7877768220959448,768.6786589999999,307.813171762009,944.8178203487447
1203_d,10m,1203,1203_d,0,0,0.8901974614635491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9019506387789638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21826494090044218,0,0,0,0,0,0,0,0,3,0.8406592694315042,0.508141825792902,0.7652010432640144,768.67866,312.6363100187512,956.1404566485285
16_a,10m,16,16_a,0,0,0,0,0,0,1.0205919228006568,0,0,0,0,0,0,0,0,0,0,0,0.8436922598327794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304179644070166,0,0,0,0,0,0,0,0,3,0.9975012358659257,0.60743144192108,0.9079647534939146,345.348036,143.49239160019906,259.9163530527642
16_b,10m,16,16_b,0,0,0.18431871001834482,0,0,0,0.7997519143206187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6919737645117949,0,0,0,0,0,0,0,0,3,0.9610527550717657,0.5897639703286668,0.87478791652411525,335.03677,123.55564415224555,188.5647530852992
16_c,10m,16,16_c,0,0,0.8156812900453809,0,0,0,0.7541043382576864,0,0,0,0,0,0,0,0,0,0,0,0.4478684631708844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3587718483490615,0,0,0,0,0,0.003846591417625443,0,0,0,0,0,0,0,0,5,1.3410744576075797,0.7240714731962362,0.8332564103571725,475.70333899999997,170.76878480504087,342.1783997972564
16_d,10m,16,16_d,0,0,0,0,0,0,0.07463337305097632,0,0.7033805747342579,0,0,0,0,0,0,0,0,0,1.1887765561715369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7068043586472582,0,0,0.11250338812473913,0,0,0.9999999999920933,0,0,0,0,0,0,0,0,6,1.5232652901671622,0.7610154566457804,0.8501505454989623,451.785427,149.37791221873115,359.63516251387927
1302_a,10m,1302,1302_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07554727232269332,0,0,0,0,0,0,0.48325557681361775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9906462446601676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7966568463845624,0.49157483295574544,0.7251483117400592,222.30163400000012,91.89099430403297,183.1331050918072
1302_b,10m,1302,1302_b,0,0,0.037350252825565596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01653298052614595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9226640056825198,0,0,0,0.19356086498151118,0,0,0,0,0,0,0,4,0.6551138560434262,0.34963946843738913,0.4725647556657486,346.81347,26.078775545416214,125.99453106621354
1302_c,10m,1302,1302_c,0,0,0,0.9655929207600861,0,0,0.570393897811006,0,0,0,0,0,0,0,0.047630461989515316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9619515453690942,0,0,0,0.13603912499345694,0,0,0,0,0,0,0,5,1.2876283535825739,0.6935282339862716,0.8000484788103293,437.4624980000001,148.4656571511988,297.48511231994553
1302_d,10m,1302,1302_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8768222656619484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09043770952298795,0,0,0.2266077367845219,0,0,0,0.032396625738774824,0,0,0,0,0,0,0,4,0.5682044211571832,0.2770664703286132,0.4098728503073261,211.54748600000013,51.971982614637895,279.22384679400545
115_a,10m,115,115_a,0,0,0,0,0,0,0.4271882066249157,0,0.3287361075383187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5469672238022671,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0774527885705847,0.6525942982727497,0.9807397929954182,286.40815499999997,125.35863204652595,129.29125124621336
115_b,10m,115,115_b,0,0,0,0,0,0,0.6369589494273936,0,0.16543285858566753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661010085504873e-4,0,1.125068594031237,0,0,0,0.02982852104976537,0,0,0,0,0,0,0,0,5,0.9570028886878446,0.5563888560585555,0.5946193272162213,301.250706,105.08735413931338,178.58136699364664
115_c,10m,115,115_c,0,0,0,0,0,0,0.865788831211915,0,0.16974312435969494,0,0,0,0,0,0,0,0,0,0.625787425406579,0.3321940310105925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23748108733954304,0,0,0,5,1.441915500781348,0.7314300362840913,0.8959124733184688,457.31996,155.28505097594484,276.7465240199027
115_d,10m,115,115_d,0,0,0,0,0,0,0.6393176279338622,0,0.33608790950038275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2661382824526193,0,0,0,0,0.013515077461756338,0,0,0,0.12375267144692646,0,0,0,5,0.9556968657694254,0.5031202218955584,0.5938078495516721,422.60130699999996,98.89475782904273,235.62306154578
1401_a,10m,1401,1401_a,0,0,0.2368511313237447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9691124517841843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16006940923771487,0,0,0,3,0.7985891964609886,0.45290762184591593,0.7269072125791977,768.67866,277.65567924145785,568.547737186301
1401_b,10m,1401,1401_b,0,0,0.47567391003428117,0,0,0,0,0,0,0,0.9157388946314537,0.7103287564039206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4118717532692952,0,0,0,0,0,0,0,0.25713199385426744,0,0,0,5,1.5213535372108398,0.764861458116997,0.9452701004849311,452.7602420000001,134.18045411311363,247.99357293371816
1401_c,10m,1401,1401_c,0,0,0,0,0,0,0,0,0,0,0,0.04691494248564022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.131860909995321e-4,0,0,0,0,0,0,0,0,0.5250716395824427,0,0,0.19674497525462697,0,0,0,0,0,0,0,0,0,0,0,4,0.7839992521185423,0.4648094113929301,0.5655359165460385,373.71559700000006,25.5056904984102,139.44438033131271
1401_d,10m,1401,1401_d,0,0,0.47246110288709575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08686594690595643,0,0,0,0,0,0,0,0,0,0,0,0.0027765459192595964,0,0,0,0,0,0,0,0,0,0.09160367942414054,0,4,0.8014497748339546,0.4403333771215957,0.5781238078372614,501.5509849999999,112.39955010657826,103.0842717991107
214_a,10m,214,214_a,0,0,0,0.0112657115292768,0,0,0.22542461537376118,0,1.2862751399771883,0,0,0,0,0,0,0,0,0,1.2163829986643626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9435738126351588,0.5755568005485309,0.6806446301007179,456.696107,137.27166901200147,321.96341783409156
214_b,10m,214,214_b,0,0,0,0,0,0,2.906149889923987,0,0.14956019461519374,0,0,0,0,0,0,0,0,0,1.000000000009233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7057485878666753,0.4243905648184453,0.642400048812745,338.117503,101.52629759794299,433.81659621968726
214_c,10m,214,214_c,0,0,0,0,0,0,1.5909293081541078,0,0.006079975495622128,0,0,0,0,0,0,0,0,0,0.0699277448362678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1980517598176272,0.0873422704893354,0.18027448068848112,338.117503,21.15376895814226,186.50500402535985
214_d,10m,214,214_d,0,0,0,0,0,0,1.07871319147934,0,0.4393631761365939,0,0,0,0,0,0,0,0,0,0.046241806924781984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49022195050583983,0,0,0,0,0,0,0,0,0,0,0,4,1.095431059114142,0.6211639836286231,0.7901864783098589,435.997066,120.62642550299448,224.40176109745306
1500_a,10m,1500,1500_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1624158931987119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22054518709439602,0,0,0,0,0.7143077243135233,0,0,0,0,0,0.14849229979343948,0,0,0,4,1.1127161696827925,0.6169013112348825,0.8026550499591636,274.3041210000001,63.598523755011406,173.65103986054265
1500_b,10m,1500,1500_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38670825348829835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1246261744281618,0.20151057170127296,0.30152385052025565,0,0,0,0,0,0.03479991282841661,0,0,0,5,1.4091672063041083,0.729450142556402,0.8755648139125142,286.08082000000013,55.02549616155283,126.18883674517906
1500_c,10m,1500,1500_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054499916107665414,0,0,0,0,0.05299386929619773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4265246032487952,0,1.047408634058407,0,0.42669584821358075,0,0,0,0,0,0.9538084078019016,0,0,0,6,1.4361813031334287,0.7291033278773604,0.8015480469329846,825.0328670000001,125.0259690028973,461.0886363433869
1500_d,10m,1500,1500_d,0,0,0,0,0,0,0,0,0,0,0.8860873868396418,0,0,0,0,0,0,0.3963759372121037,0.10458811341536388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6210387506677227,0.5068126421468611,0,0.05318426562632383,0,0.17518566691894458,0,0,0,0,0,0,0,0,0,7,1.6695210296775516,0.7835013830146837,0.8579640897027331,413.1445020000002,113.9429184818393,246.07675624775314
313_a,10m,313,313_a,0,0,0.49582195431755344,0,0,0,5.02771639543016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5347996363914088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6963001148275733,0.499772775613743,0.6337996780208283,335.03677,118.50377738445843,131.88808194594176
313_b,10m,313,313_b,0,0,0,1.1984280345656197,0,0,0.08109883787202216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1479667280659916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5447329654917661,0.2812123330369618,0.49583731322736885,335.03677,66.20395760737449,185.22780174451657
313_c,10m,313,313_c,0,0,0,0.6297983439322042,0,0,0.3547499712168427,0,0,0,0,0,0,0,0,0,0,0,0.17419585051471045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3143287603676206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.2882096916824182,0.6996971781512764,0.9292468669076627,463.92663999999996,163.8338374905679,187.578406582328
313_d,10m,313,313_d,0,0,0,0,0,0,0.07225919985505432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9855168179858098,0,0,0.7757970058122218,0,0,0,0,0,0,0,0,0,0,0,3,0.8250665206310648,0.530538232059148,0.7510079116549159,199.77078699999998,18.47049209834059,108.00639556928844
412_a,10m,412,412_a,0,0,0.18436983193837522,0,0,0,0.24303528881634814,0,0,0,0,0,0,0,0,0,0.05104338957010153,0,0.08900597340999451,0.2593300776224462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.4700688390211287,0.7500807684444405,0.9134051258913176,486.442255,167.45966221270402,180.05642987134962
412_b,10m,412,412_b,0,0,1.0093498017962426,0,0,0,1.5342384634849258,0,0,0,0,0,0,0,0,0,0.7975093640918726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0609417659730065,0.6408922512994218,0.9657108125553805,366.04707699999994,155.73975628177686,405.44998977984716
412_c,10m,412,412_c,0,0,0.9424327535860262,0,0,0,0.24984833517184477,0,0,0,0.02761340678800151,0,0,0,0,0,0.15142349895883286,0,0,0,0,0,0,0,0,0,0.21817636241081179,0,0,0,0,0,0,0,0,0.056375913651184786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.276964758774756,0.621588610497029,0.7126876016036413,702.6658059999999,156.09544153633726,236.07430205325582
412_d,10m,412,412_d,0,0,0,0,0,0,0,0,0,0,0.379734211135286,0,0,0,0,0,2.3747381859148683e-5,0,0.9096438653980808,0,0,0,0,0,0,0,0.07543007595737912,0,0,0,0,0,0,0,0,0.023502285662931523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.8590936725236787,0.49265556991543835,0.5337849107980766,605.7789019999999,123.94014561259002,201.33933337316205
511_a,10m,511,511_a,0,0,0.168667751618734,0.37156327818431273,0,0,0,0,0,0,0.6235278339633683,0,0,0,0,0,0,0,0.6978352702281387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.273375803348831,0.6992470743961263,0.9185464783396792,411.184209,165.35169577818382,263.26475958237256
511_b,10m,511,511_b,0,0,0.6885620670249002,0.3538883386590517,0,0,0.32082240703675424,0,0,0,0.45298059585720485,0,0,0,0,0,0,0,0.1470944925548364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.504830271672059,0.7589691878138507,0.9350036183726816,501.833238,158.6422584415429,241.92501662813672
511_c,10m,511,511_c,0,0,0.6309192660095797,0.7246248626336479,0,0,0.30751273255296513,0,0,0,0.17408903223863148,0,0,0,0,0,0,0,0.34383740451432754,0,0,0,0,0,0,0,0.10446022289381078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.6115313677173149,0.7746332241085706,0.8994127813436991,649.923374,162.37034474006137,280.2886115711696
511_d,10m,511,511_d,0,0,0.27013774558275383,0.1414131211252648,0,0,0.33611892819561845,0,0,0,0.09462210826932618,0,0,0,0,0,0,0,0.011450596476814958,0,0,0,0,0,0,0,0.4046831326110921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5307151120396063,0.7608029082121199,0.8543083702518873,649.923374,186.35190089272123,232.74531219314127
610_a,10m,610,610_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24371710654178658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011042396307758174,0,0,0,0,2,0.17843090937520212,0.08293131531153919,0.2574213880969122,271.824374,22.542752869555777,34.62492119131436
610_b,10m,610,610_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5863178210389127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695984657529203,0,0,0,0,0,0,0,0,0,0.21015854096777678,0,0,0,0,3,0.9680486563235055,0.5878181087896996,0.8811558602690567,277.3886150000001,81.84191887126337,161.84106396808525
610_c,10m,610,610_c,0,0,0,0,0,0,0,0,0,0,0.14529028614778233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3356477400715715,0,0,0,0,0,0,0,0,0,0.718615825791698,0,0,0,0,3,0.919009952851539,0.5481520094608439,0.836518908745951,335.036771,127.19217843630199,152.98550627111962
610_d,10m,610,610_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2440881415561544,0,0,0,0,0,0,0.5296362506517658,0,0,0,0,0,0,0,0,0,0,0,0,0.12037236259283458,0,0,0,0,0,0,1.048749951726156,0,0,0,0,4,1.1200658976499056,0.6146773172207745,0.8079567580041821,514.137215,161.08276321485118,258.15255603395553
709_a,10m,709,709_a,0,0,0.1872974418830359,0,0,0,7.328615239120548e-5,0,0,0,0,0,0,0,0,0,0,0.09843886878786477,0,0,0,0,0,0,0.9018883387571284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1867830037523839,0,0,0,0,0,0,0,0,0,0,0,5,1.0086376077170596,0.5272803148447794,0.6267017819852426,501.49975700000005,125.45054673743613,226.2609289133036
709_b,10m,709,709_b,0,0,0,0,0,0,0.15138112429652792,0,0,0,0,0,0,0,0,0,0,0.8120042939673673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18989840337676295,0,0,0,0,0,0,0,0,0,0,0,3,0.8105947146812247,0.45992910695225486,0.7378351061992398,235.99053200000003,63.30201495927946,112.77322852235969
709_c,10m,709,709_c,0,0,0,0,0,0,0.7944717616323083,0,0,0,0,0,0,0,0,0,0,0.2687980956086508,0,0,0,0,0,0,0.08387058108909072,0.724410862229762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.1489841913406769,0.6473458583754454,0.8288168974535052,492.109027,165.3137713470664,250.82746268105385
709_d,10m,709,709_d,0,0,0,0,0,0,0.05407382793589991,0,0,0,0,0,0,0,0,0,0,1.2951271201165162,0,0,0,0,0,0,1.5571398125857567,0.21582723248547572,0,0,0,0,0,0,0,0,0,0,0,0,0.15148848944465837,0,0,0,0,0,0,0,0,0,0,0,5,1.1095594100131012,0.6104730551320492,0.6894080234104918,532.3404350000001,146.04359287914846,379.1082763040073
808_a,10m,808,808_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004532685716850186,0,0,0.004987052800257063,0,0,0,0,0,0,0.8878608009551213,0.3907991791779908,0,0,0,0,0,0,0,0,0,0.5823670528077076,0,0,0,0,0,0,0,0,0.11379512804255008,0,0,0,0,0,6,1.2324990341793078,0.6715860584062365,0.6878708081896207,660.0416210000002,174.58675870054017,301.08149384666694
808_b,10m,808,808_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597004861687289,0,0,0,0,0,0,0.43104899327286106,0.07005655469800671,0,0,0,0,0,0,0,0,0,0,0,0,0.5450805559022479,0,0,0,0,0,0,0,0,0,0,0,4,1.219443408792869,0.687327837806027,0.8796424792551025,434.46087300000005,130.85552151806786,203.91261404965337
808_c,10m,808,808_c,0,0,0.2989384243929014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3629893696733622,0,0,0,0,0,0,0.5610296017142467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0623690781711916,0.641701795143877,0.9670100081068116,363.3887870000001,155.98464748145307,150.9898414187434
808_d,10m,808,808_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20211109695971813,0,0,0.4211279721535203,0,0,0,0,0,0,0.0974120199642042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9409970731351602,0.5615826889182032,0.8565324481086657,342.6897450000002,121.40314184557528,97.45162337171581
907_a,10m,907,907_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41238814524324363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11206265245777927,0,0,0,0,0,0,0.026480336380184592,0,0,0,0,0,0,0,3,0.6866284081544441,0.3960195717911835,0.6249961112185176,92.23951400000007,30.75208341719306,46.67724339136114
907_b,10m,907,907_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0855334771526874,0,0,1.5626058910238207,0,0,0,0,0,0,0.024821150743562618,1.1191429777828528,0,0,0,0.3736948808506423,0,0,0,0,0,0,0,0,0,0,0,0,0.4390072478160541,0,0,0,0,0,0,0,6,1.507216824773744,0.7545022275036257,0.8411937264230558,656.0746720000002,174.2545567280875,483.8422894335958
907_c,10m,907,907_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4760635685305907,0,0,0,0,0,0,0,0.5310410762833777,0,0,0,1.02395578070539,0,0,0,0,0,0.35012495027786705,0,0,0,0,0,0,0.4941622584410583,0.24024418093422914,0,0,0,0,0,0,6,1.6080726525351743,0.7677569656377653,0.8974824356463322,452.25804300000004,153.76630638514374,397.04697267067627
907_d,10m,907,907_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6345379006446659,0,0,0,0,0,0,0,0.8357184068683527,0,0,0,0.3065328517661462,0,0,0,0,0,0,0,0,0,0,0,0,0.03349590570184681,0,0,0,0,0,0,0,4,1.0988316814541828,0.63500159229968145,0.7926395088028153,435.7900180000001,167.082893963671,274.0696439087335
1006_a,10m,1006,1006_a,0,0,0.04649639032742064,0,0,0,0.736262636228573,0,0,0,0,0,0,0,0,0,0,0.4565692117914697,0.9316160508944137,0,0,0,0,0,0.03250522140576539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25864559371009405,0,0,0,0,0,0,0,6,1.4100005402664535,0.7214472028875201,0.7869362849657076,626.5631390000001,162.77263019365338,309.1070744493141
1006_b,10m,1006,1006_b,0,0,0.013427215080094099,0,0,0,0.011877960859950224,0,0,0,0,0,0,0,0,0,0,1.570062857196811,0.3475129153407069,0,0,0,0,0,0,0.20116750072254075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32484376794933834,0,0,0,0,0,0,0,6,1.0890397295029888,0.5517664280045247,0.6078046457721139,652.248184,111.77411609224815,245.01068941817798
1006_c,10m,1006,1006_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.384502172171014,0.6524870846719948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38064873968119195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8117432155541552,0.46435360982563656,0.7388805167455963,287.69988100000006,88.95727236502987,275.4837327060398
1006_d,10m,1006,1006_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001240519925032,0,0,0,0,0.3168219483785484,0,2.0809906245677774,0.9999999999899591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.2172136269673763,0.6675542042475887,0.8780340316641513,908.4173340000001,226.20333249687297,818.8208919957642
1105_a,10m,1105,1105_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06938204281257633,0,0,0.632316044958637,0.2359856470537295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23994116499085377,0,0,0.4450640678422474,0.18669809015964312,0,0,0,0,0,0,0,6,1.6053855998095894,0.7706585798936366,0.8959827629660798,888.181881,231.80858075038282,473.3311125852251
1105_b,10m,1105,1105_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16969015479956115,0,0,0,0.5972857566834986,0,0,0.14582725768162805,0.6636999295066592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3653070415682214,0,0,0.1719225460145084,0,0,0,0,0,0,0,0,6,1.4695762969459945,0.7172939407011161,0.8201861478533907,910.0330630000001,295.5571497645133,700.7288747815425
1105_c,10m,1105,1105_c,0,0,0,0,0,0,0,0,0,0,0.997982726549874,0,0,0,0.009711127900016226,0,0,0,0.1771270111300242,0,0,0,0.9999999999969118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4010362057810097,0,0,0.09839669051279402,0,0,0,0,0,0,0,0,6,1.33373998154792,0.7053114060605172,0.7443744567581586,890.0660180000001,317.3910857461091,775.8285561168559
1105_d,10m,1105,1105_d,0,0,0,0,0,0,0.41732084119005264,0,0,0,0,0,0,0,0,0,0,0,0.7513825241257998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15012153086859018,0,0,0.2846166956668132,0.009530114052328302,0,0,0,0,0,0,0,5,1.2630568905557258,0.6762218722079629,0.7847813704385087,361.816061,151.8763285909486,256.0097101257049
1204_a,10m,1204,1204_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8085607953250188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06475633712246855,0.7469504310104439,0,0,0,0,0,0,0,3,0.8325288130840567,0.5368475283148211,0.7578003829661906,654.791382,325.39454779654955,586.9893922258175
1204_b,10m,1204,1204_b,0,0,0,0,0,0,0.016681550322269593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22111712091896144,0,0,0,0.3010301670548192,0,0,0,0,0,0,0,3,0.7983540499598928,0.5185234767709858,0.7266931730098962,207.535824,22.545488543506956,93.88481828315825
1204_c,10m,1204,1204_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9557105867265534,0,0,0,0.006618420786094515,0,0,0,0,0,0,0,2,0.041100322982775044,0.013660406212301135,0.05929523214618425,23.553398,0.3217489843600011,11.333059060445194
1204_d,10m,1204,1204_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43487510295867754,0,0,0,0,0,0,0,1,-0,0,0,1,0,0.43487510295867754
17_a,10m,17,17_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24635049996845715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3528345298729112,0,0,0.326246373057655,0,0,0,0,0.1070391895945396,0,0,0,0,0,0,4,1.3078450784741011,0.7156884326240514,0.9434108044828114,263.256835,94.86088585499064,154.18937751843666
