"quad_id","scale","crown_equivalent_individuals","present_species_count"
"1602_b","10m",3.93190469711067,5
"1602_c","10m",2.13069273979026,6
"1602_d","10m",1.79811727174783,5
"415_a","10m",2.57875434612421,3
"415_b","10m",1.73321024712845,3
"415_c","10m",2.36933247370703,3
"415_d","10m",1.30567901957632,3
"1701_a","10m",2.79431977998798,5
"1701_b","10m",1.93738639857323,5
"1701_c","10m",5.24402714183867,4
"1701_d","10m",3.08410432001752,7
"514_a","10m",1.26127196147925,4
"514_b","10m",3.55945647036275,5
"514_c","10m",1.69553800648429,3
"514_d","10m",1.08048327893343,2
"1800_a","10m",1.99391239920731,4
"1800_b","10m",3.04007383284624,2
"1800_c","10m",2.87182591128081,3
"1800_d","10m",1.19264717274487,3
"613_a","10m",1.15028084964812,5
"613_b","10m",1.38720349962892,4
"613_c","10m",0.954210300671262,2
"613_d","10m",1.86674958465957,5
"712_a","10m",1.53539791021209,2
"712_b","10m",2.49292580039959,4
"712_c","10m",2.24322616996301,4
"712_d","10m",0.0968825891413727,3
"811_a","10m",2.16777854742003,4
"811_b","10m",1.34448190801964,6
"811_c","10m",2.25606546355967,4
"811_d","10m",1.67478454944005,5
"910_a","10m",3.44890744732302,5
"910_b","10m",2.27364735200555,4
"910_c","10m",1.56144387265891,6
"910_d","10m",3.1075468460625,5
"1009_a","10m",2.09056062777783,3
"1009_b","10m",1.7348797255489,5
"1009_c","10m",3.85409015005507,7
"1009_d","10m",1.92480249773021,5
"1108_a","10m",2.13065867050962,5
"1108_b","10m",3.50259376090248,6
"1108_c","10m",3.27186514299247,2
"1108_d","10m",3.51719487291682,4
"1207_a","10m",0.931359785194034,3
"1207_b","10m",2.75983057032293,5
"1207_c","10m",1.65431143839455,4
"1207_d","10m",1.76749076170804,3
"20_a","10m",2.80663556029644,3
"20_b","10m",2.64831351025706,3
"20_c","10m",1.94839613196812,3
"20_d","10m",3.19162709073765,4
"1306_a","10m",3.06104986781071,4
"1306_b","10m",2.01355695070078,6
"1306_c","10m",3.1683046988514,4
"1306_d","10m",1.85903542858061,4
"119_a","10m",0.60888812454631,4
"119_b","10m",1.31585582703976,5
"119_c","10m",4.79992013077903,6
"119_d","10m",1.73269832258091,4
"1405_a","10m",1.09341729403795,5
"1405_b","10m",0.916291925630742,4
"1405_c","10m",2.66445719320143,4
"1405_d","10m",2.94822430031235,6
"218_a","10m",1.94745014842373,5
"218_b","10m",1.29897020993479,4
"218_c","10m",2.66329118416372,5
"218_d","10m",1.11634691986133,6
"1504_a","10m",2.48145915988506,3
"1504_b","10m",2.82338560412142,4
"1504_c","10m",0.955962763483341,3
"1504_d","10m",2.99287119056735,5
"317_a","10m",1.74735275166486,5
"317_b","10m",3.87255200715272,5
"317_c","10m",1.30638063928333,6
"317_d","10m",2.19858786989303,4
"1603_a","10m",3.72900304275316,6
"1603_b","10m",4.2748664301022,5
"1603_c","10m",3.53871573115748,5
"1603_d","10m",1.26692774118861,5
"416_a","10m",1.5673231716761,4
"416_b","10m",0.925565079793294,5
"416_c","10m",3.58809899045279,5
"416_d","10m",2.45347997994175,5
"1702_a","10m",1.43736183368263,5
"1702_b","10m",3.61102692852516,3
"1702_c","10m",1.44026937004624,5
"1702_d","10m",0.967239895650797,5
"515_a","10m",1.71070555253531,5
"515_b","10m",1.85863857272729,5
"515_c","10m",2.32337450387414,5
"515_d","10m",1.36434591892904,4
"1801_a","10m",2.23042822826237,4
"1801_b","10m",3.33109924745859,3
"1801_c","10m",2.2997877544831,8
"1801_d","10m",2.22175875195732,7
"614_a","10m",1.47967672819822,3
"614_b","10m",1.68111204482702,2
"614_c","10m",1.88692424277691,2
"614_d","10m",1.14057631306027,3
"1900_a","10m",0.701058918626061,3
"1900_b","10m",1.82383064410825,5
"1900_c","10m",1.3212171767917,3
"1900_d","10m",2.46151493083601,4
"713_a","10m",1.97358684354503,4
"713_b","10m",2.86281222401169,5
"713_c","10m",2.59080897694455,6
"713_d","10m",3.68961484703331,3
"812_a","10m",3.4266808673452,4
"812_b","10m",1.14973360783852,3
"812_c","10m",1.49499633332299,4
"812_d","10m",2.81579697602113,5
"911_a","10m",1.36291255677327,5
"911_b","10m",1.21287476496231,5
"911_c","10m",1.13776997227831,2
"911_d","10m",0.299460867002239,1
"1010_a","10m",2.84777804709557,5
"1010_b","10m",2.15882893818652,7
"1010_c","10m",2.47288290010818,5
"1010_d","10m",1.83830972685123,8
"1109_a","10m",1.09836351284984,3
"1109_b","10m",0.279966749881952,3
"1109_c","10m",1.72446607063655,3
"1109_d","10m",2.75634844537926,5
"1208_a","10m",1.70752662505274,4
"1208_b","10m",1.70639608638866,5
"1208_c","10m",4.21720727231666,5
"1208_d","10m",2.38909479300227,4
"21_a","10m",1.19428507256177,2
"21_b","10m",0.825630053797254,2
"21_c","10m",3.75229946814493,3
"21_d","10m",4.47877237254104,4
"1307_a","10m",1.92021944045865,3
"1307_b","10m",1.81033048983195,4
"1307_c","10m",0.94828931879872,3
"1307_d","10m",2.10523066181318,4
"120_a","10m",1.94418613700151,2
"120_b","10m",1.91448781095918,5
"120_c","10m",1.44558858453579,5
"120_d","10m",1.31106088173968,3
"1406_a","10m",3.04210749055988,6
"1406_b","10m",2.14728868577689,5
"1406_c","10m",1.91933527079554,5
"1406_d","10m",5.13573630876059,7
"219_a","10m",2.80811196926915,5
"219_b","10m",2.10222131634151,6
"219_c","10m",1.93006334818495,5
"219_d","10m",0.536609049450252,3
"1505_a","10m",2.2160269743876,3
"1505_b","10m",2.59327292043302,4
"1505_c","10m",1.56519113298618,4
"1505_d","10m",2.46398038292761,5
"318_a","10m",1.69750525649923,4
"318_b","10m",2.28608137185954,3
"318_c","10m",1.22213182635449,5
"318_d","10m",2.53401873076774,4
"1604_a","10m",1.92594972210861,3
"1604_b","10m",2.11336284429241,4
"1604_c","10m",2.09275057412742,5
"1604_d","10m",1.16586468332863,3
"417_a","10m",2.33635785817767,4
"417_b","10m",2.05175112083143,4
"417_c","10m",0.821074431771219,2
"417_d","10m",1.10982810209455,4
"1703_a","10m",2.50437760411218,7
"1703_b","10m",2.90645285797443,6
"1703_c","10m",1.43635188090782,4
"1703_d","10m",3.4781003910051,4
"516_a","10m",1.23947231647848,4
"516_b","10m",1.78715933031679,3
"516_c","10m",2.09577868141916,7
"516_d","10m",1.5184621835802,5
"1802_a","10m",2.99278504838167,6
"1802_b","10m",2.68479821433431,7
"1802_c","10m",2.65312322538759,5
"1802_d","10m",3.34457942306386,7
"615_a","10m",2.93452319985751,5
"615_b","10m",1.53320104839862,4
"615_c","10m",0.84583770150378,5
"615_d","10m",3.08670221189518,6
"714_a","10m",2.39707469500712,4
"714_b","10m",3.86332969142976,4
"714_c","10m",3.00185485136501,3
"714_d","10m",1.66973332160931,5
"813_a","10m",0.568553802001823,5
"813_b","10m",2.72215339933607,4
"813_c","10m",3.20302175932778,7
"813_d","10m",2.11262367144678,6
"912_a","10m",0.644922682026543,2
"912_b","10m",1.44597529956533,5
"912_c","10m",2.45715496793342,6
"912_d","10m",3.04176848611084,4
"1011_a","10m",1.93718376633177,6
"1011_b","10m",1.68570660712398,4
"1011_c","10m",1.55419168573492,4
"1011_d","10m",3.39234856800816,5
"1110_a","10m",3.81022312055193,5
"1110_b","10m",1.60121248496863,4
"1110_c","10m",1.84983841947334,6
"1110_d","10m",1.93607596681702,4
"1209_a","10m",2.62425021240563,4
"1209_b","10m",1.28155084385238,3
"1209_c","10m",0.424349300084328,3
"1209_d","10m",1.62626637054223,4
"22_a","10m",2.34605480288129,5
"22_b","10m",1.93205444594262,4
"22_c","10m",1.61090093420155,3
"22_d","10m",1.24841700461171,4
"1308_a","10m",3.5130489802574,6
"1308_b","10m",1.30868723747977,5
"1308_c","10m",2.95048048381671,7
"1308_d","10m",2.90390457160033,6
"121_a","10m",1.91448559032985,4
"121_b","10m",2.18750824579398,5
"121_c","10m",2.29389195215869,6
"121_d","10m",1.54371942770047,6
"1407_a","10m",1.24304573448596,5
"1407_b","10m",3.82362055137774,6
"1407_c","10m",2.19099587684853,6
"1407_d","10m",1.62083737524687,4
"220_a","10m",0.733073438251831,3
"220_b","10m",2.2505210786986,2
"220_c","10m",2.67957724242925,3
"220_d","10m",2.03808516926867,3
"1506_a","10m",0.801229513341602,4
"1506_b","10m",2.15320394763786,6
"1506_c","10m",2.62552077839323,5
"1506_d","10m",2.28417736119601,4
"319_a","10m",2.10037494085938,3
"319_b","10m",1.79068000004224,4
"319_c","10m",1.14095114260503,1
"319_d","10m",1.47215962531864,3
"1605_a","10m",1.00589707312305,4
"1605_b","10m",2.25706360599436,4
"1605_c","10m",0.821043449275358,3
"1605_d","10m",1.2805357388074,4
"418_a","10m",1.86305893451421,4
"418_b","10m",1.35991566844585,5
"418_c","10m",3.64971957061351,5
"418_d","10m",3.69240862405149,3
"1704_a","10m",0.728007741024361,4
"1704_b","10m",0.965463036470557,4
"1704_c","10m",2.62288381752726,3
"1704_d","10m",0.745554785315748,2
"517_a","10m",2.1078100742054,5
"517_b","10m",2.59413441890977,5
"517_c","10m",2.55069241209084,5
"517_d","10m",1.60902894967719,4
"1803_a","10m",2.35520288530075,3
"1803_b","10m",1.01659179641077,5
"1803_c","10m",3.14013478349056,6
"1803_d","10m",2.06187587802069,5
"616_a","10m",2.46453319399077,5
"616_b","10m",1.01771571133744,4
"616_c","10m",1.23026774286984,2
"616_d","10m",0.726324206572133,3
"1901_a","10m",0.65300191102399,4
"1901_b","10m",3.95814241804134,6
"1901_c","10m",2.91301064650846e-05,1
"1901_d","10m",0.915231476391584,3
"715_a","10m",0.724518288946067,3
"715_b","10m",3.69198680500861,3
"715_c","10m",2.31163876134169,5
"715_d","10m",0.829044900304507,5
"814_a","10m",1.895324481097,5
"814_b","10m",1.10640900411378,5
"814_c","10m",1.56101746047566,4
"814_d","10m",0.306422117067289,3
"913_a","10m",1.1177067104896,4
"913_b","10m",2.62941492762954,3
"913_c","10m",1.89444064210032,5
"913_d","10m",1.8859951494699,4
"1012_a","10m",2.20638779851481,6
"1012_b","10m",0.850561247336329,4
"1012_c","10m",0.712563200501231,1
"1012_d","10m",0.841512444785161,4
"1111_a","10m",2.81554716237915,5
"1111_b","10m",2.63482580092785,6
"1111_c","10m",2.20361652374151,6
"1111_d","10m",5.16118074948529,5
"1210_a","10m",1.86509119774835,4
"1210_b","10m",2.40103245422016,7
"1210_c","10m",2.61019443392971,5
"1210_d","10m",3.06286683836316,5
"23_a","10m",1.69382157431889,4
"23_b","10m",2.06923614140672,4
"23_c","10m",3.03196588491814,4
"23_d","10m",0.840323700276359,5
"1309_a","10m",4.34785706980398,7
"1309_b","10m",2.5260170293192,5
"1309_c","10m",5.13962969258058,3
"1309_d","10m",2.12564476000376,3
"122_a","10m",2.55612991975102,6
"122_b","10m",2.16884154780141,6
"122_c","10m",1.78216319477327,7
"122_d","10m",2.78421495597178,4
"1408_a","10m",1.67654813831591,3
"1408_b","10m",1.11780555163977,5
"1408_c","10m",2.56940994813265,6
"1408_d","10m",1.76156092753876,5
"221_a","10m",3.17554665423561,6
"221_b","10m",1.75952527920801,3
"221_c","10m",1.22067024356569,5
"221_d","10m",2.85770371670983,6
"1507_a","10m",1.70863840463869,4
"1507_b","10m",2.18338710679237,6
"1507_c","10m",3.84861828403581,4
"1507_d","10m",3.23717856750688,4
"320_a","10m",1.08433894626945,2
"320_b","10m",1.49930279501518,2
"320_c","10m",2.20929557526246,4
"320_d","10m",2.26527740401841,5
"1606_a","10m",3.42154639501355,5
"1606_b","10m",0.758210590864682,4
"1606_c","10m",2.7773096373696,5
"1606_d","10m",2.25726564556691,6
"419_a","10m",2.59928965493362,4
"419_b","10m",2.33516384105093,5
"419_c","10m",1.52942367481023,4
"419_d","10m",2.01513556156932,3
"1705_a","10m",2.52148639826834,5
"1705_b","10m",2.01223664446998,5
"1705_c","10m",3.33857300198686,4
"1705_d","10m",2.46443147547385,6
"518_a","10m",1.66624590162534,5
"518_b","10m",1.1137443015541,5
"518_c","10m",2.0993681611039,4
"518_d","10m",1.99675893697912,6
"1804_a","10m",1.99294640638655,2
"1804_b","10m",1.42101661479955,3
"1804_c","10m",1.97645877294674,5
"1804_d","10m",2.07757278335896,6
"617_a","10m",2.04276564395617,6
"617_b","10m",1.31961578677074,6
"617_c","10m",4.26556499194611,5
"617_d","10m",0.462551404972869,3
"716_a","10m",1.74129492673894,6
"716_b","10m",1.27273792585383,5
"716_c","10m",3.2520799677689,6
"716_d","10m",1.16422199361722,6
"815_a","10m",2.24988260839627,2
"815_b","10m",0.923333592075194,2
"815_c","10m",1.72771516071523,4
"815_d","10m",2.41339363800357,2
"914_a","10m",3.01462054268467,5
"914_b","10m",0.779662818420788,4
"914_c","10m",2.1984618596017,7
"914_d","10m",3.94544992343374,6
"1013_a","10m",1.80713319380003,3
"1013_b","10m",1.42114327162389,3
"1013_c","10m",2.61660263927512,5
"1013_d","10m",1.28452384194389,3
"1112_a","10m",0.529798434648469,4
"1112_b","10m",3.28322543784762,7
"1112_c","10m",3.12719792221942,6
"1112_d","10m",1.47897374309239,6
"1211_a","10m",4.47102939934382,4
"1211_b","10m",1.59521797731396,6
"1211_c","10m",2.6918414677157,6
"1211_d","10m",0.742453554401414,4
"24_a","10m",2.34733586498594,6
"24_b","10m",2.94797857589056,4
"24_c","10m",0.747179141743075,1
"24_d","10m",2.41239335282307,4
"1310_a","10m",2.20928340025699,6
"1310_b","10m",0.517929754143619,5
"1310_c","10m",2.12993925578443,8
"1310_d","10m",4.54059445099937,8
"123_a","10m",1.44078992425492,3
"123_b","10m",2.69096156692449,3
"123_c","10m",3.56192967552479,4
"123_d","10m",1.95682077502605,4
"1409_a","10m",2.55732112998364,6
"1409_b","10m",2.96148761748338,9
"1409_c","10m",3.77220486295702,5
"1409_d","10m",2.16944374682076,5
"222_a","10m",2.04207170682775,5
"222_b","10m",1.22416489771793,5
"222_c","10m",1.80246879758807,5
"222_d","10m",1.51059254888461,4
"1508_a","10m",3.67287585461078,6
"1508_b","10m",2.02779446472762,4
"1508_c","10m",1.69665633574611,5
"1508_d","10m",3.01917641047991,6
"321_a","10m",3.41245975828568,5
"321_b","10m",3.02505217449345,6
"321_c","10m",2.49633943910075,5
"321_d","10m",1.80984632240752,3
"1607_a","10m",1.30460056359837,6
"1607_b","10m",3.08324347070182,5
"1607_c","10m",3.12786569687434,5
"1607_d","10m",5.08634900600538,7
"420_a","10m",1.42950642577777,3
"420_b","10m",1.46078475088588,4
"420_c","10m",1.29393113602714,3
"420_d","10m",1.82774465186403,4
"1706_a","10m",0.94591875182592,4
"1706_b","10m",1.06186206164515,3
"1706_c","10m",1.41202842714477,3
"1706_d","10m",1.68617325630247,4
"519_a","10m",1.06208561267455,3
"519_b","10m",0.631416099552988,2
"519_c","10m",0.975831825810406,3
"519_d","10m",2.15336267164111,4
"1805_a","10m",1.88633459903263,6
"1805_b","10m",2.48475938079552,7
"1805_c","10m",2.21852737638869,6
"1805_d","10m",1.09488067262721,4
"618_a","10m",1.01177948311511,4
"618_b","10m",1.78397026324737,4
"618_c","10m",3.96162486533527,6
"618_d","10m",2.05006447094614,6
"1903_a","10m",2.43913519086247,6
"1903_b","10m",2.14136470127979,5
"1903_c","10m",1.47008081743204,3
"1903_d","10m",0.494091682345089,4
"717_a","10m",1.47336779503611,4
"717_b","10m",2.55803242075593,7
"717_c","10m",0.385648923863458,3
"717_d","10m",0.975914836521884,3
"816_a","10m",0.998698451241842,4
"816_b","10m",1.77545091833009,3
"816_c","10m",1.24104139438738,4
"816_d","10m",1.73185550007307,4
"915_a","10m",3.06263490451361,6
"915_b","10m",2.22784457020212,5
"915_c","10m",1.41480005581504,4
"915_d","10m",2.82675045523373,5
"1014_a","10m",0.833836003607614,3
"1014_b","10m",1.79638106218373,6
"1014_c","10m",1.55805963581967,6
"1014_d","10m",0.921497767530242,1
"1113_a","10m",1.93160400484783,4
"1113_b","10m",1.25303649374186,5
"1113_c","10m",0.482657440701901,4
"1113_d","10m",0.871521426245227,3
"1212_a","10m",1.19441790874847,5
"1212_b","10m",2.2292207691524,5
"1212_c","10m",2.86970263267322,7
"1212_d","10m",2.05484120091614,5
"1311_a","10m",2.18650989850045,6
"1311_b","10m",3.42601089833171,6
"1311_c","10m",2.31579409880544,4
"1311_d","10m",2.17253812529757,6
"124_a","10m",2.6253885642324,4
"124_b","10m",1.25569814908649,4
"124_c","10m",2.82674932260963,3
"124_d","10m",2.65101106893701,4
"1410_a","10m",1.43441809093108,3
"1410_b","10m",1.69664418463706,6
"1410_c","10m",3.63828323320511,7
"1410_d","10m",1.87078919265901,4
"223_a","10m",2.69995397035014,5
"223_b","10m",1.74923646869834,3
"223_c","10m",2.29284475359317,4
"223_d","10m",2.10453380231073,5
"1509_a","10m",2.35484416261487,6
"1509_b","10m",3.15104573006576,5
"1509_c","10m",3.56456955935966,6
"1509_d","10m",2.32849024739247,7
"322_a","10m",1.5480274189056,3
"322_b","10m",1.36408458474758,5
"322_c","10m",2.76386243042447,4
"322_d","10m",1.58110404520269,4
"1608_a","10m",1.89863941669752,5
"1608_b","10m",2.42879332893158,5
"1608_c","10m",2.27631690871068,6
"1608_d","10m",0.436322710434509,3
"421_a","10m",2.24030185384058,5
"421_b","10m",1.91610834798399,5
"421_c","10m",1.88654551264399,4
"421_d","10m",1.18800942049036,6
"1707_a","10m",0.715088610610563,5
"1707_b","10m",1.33673128696074,4
"1707_c","10m",3.38988444121894,6
"1707_d","10m",1.35409888378003,5
"520_a","10m",1.56342096984332,3
"520_b","10m",0.673786071140928,2
"520_c","10m",0.94248987294272,2
"520_d","10m",0.794500990828488,2
"1806_a","10m",1.37350632080252,3
"1806_b","10m",2.15163439175104,4
"1806_c","10m",1.81440227911807,5
"1806_d","10m",2.33445500171385,5
"619_a","10m",0.852244583061539,6
"619_b","10m",1.88004830680184,2
"619_c","10m",3.34870309970409,4
"619_d","10m",2.07310024135939,5
"1905_a","10m",2.67253409937671,6
"1905_b","10m",2.48108504164248,6
"1905_c","10m",1.66537810943338,6
"1905_d","10m",3.0909639650585,6
"718_a","10m",0.877901588059244,3
"718_b","10m",2.38181106088845,4
"718_c","10m",2.33623412880488,5
"718_d","10m",2.50536739263121,5
"817_a","10m",1.06004602006742,4
"817_b","10m",1.12927888044268,3
"817_c","10m",1.57304922512759,5
"817_d","10m",4.17461062271068,8
"916_a","10m",0.438159103860366,4
"916_b","10m",1.98817897702208,5
"916_c","10m",2.6430180520342,6
"916_d","10m",0.856890083911967,4
"1015_a","10m",0.922262052610775,4
"1015_b","10m",2.18959585862458,6
"1015_c","10m",0.589744140292358,6
"1015_d","10m",1.48065906422515,5
"1114_a","10m",1.1074112973849,1
"1114_b","10m",0.117110016539617,2
"1114_c","10m",1.15863412345096,3
"1114_d","10m",0.431401128543722,5
"1213_a","10m",1.27923396331822,5
"1213_b","10m",1.37389931420711,4
"1213_c","10m",0.483330486624901,2
"1213_d","10m",1.43810975766947,4
"1312_a","10m",3.89879185062151,6
"1312_b","10m",3.49114299357434,5
"1312_c","10m",3.19174512855091,7
"1312_d","10m",0.769540652599551,6
"1411_a","10m",2.80242410018319,7
"1411_b","10m",3.99394697659978,5
"1411_c","10m",2.81063962987377,4
"1411_d","10m",2.1717166594501,6
"224_a","10m",1.90672472709822,2
"224_b","10m",2.23762161366824,5
"224_c","10m",2.74727104169391,5
"224_d","10m",2.13080133652767,4
"1510_a","10m",2.69794417086439,6
"1510_b","10m",2.66655600354582,4
"1510_c","10m",0.965681257719633,6
"1510_d","10m",0.618834747101967,5
"323_a","10m",0.790074337015475,4
"323_b","10m",1.95089466379114,5
"323_c","10m",3.87673220571436,5
"323_d","10m",2.31211908830019,3
"1609_a","10m",1.75988246571066,3
"1609_b","10m",1.23200479618817,5
"1609_c","10m",1.90645400210141,5
"1609_d","10m",1.50453441086744,4
"422_a","10m",2.2830416544233,4
"422_b","10m",2.50000227525486,3
"422_c","10m",1.72465049129794,3
"422_d","10m",0.563637732223693,2
"1708_a","10m",2.12827662418219,5
"1708_b","10m",2.53391825273225,7
"1708_c","10m",1.44995030374391,6
"1708_d","10m",0.828662432122416,5
"521_a","10m",1.879310588361,4
"521_b","10m",1.19756851637006,5
"521_c","10m",2.64112558698432,5
"521_d","10m",2.87056366549502,4
"1807_a","10m",1.79956894020732,5
"1807_b","10m",2.96302586293444,5
"1807_c","10m",2.59702633688302,4
"1807_d","10m",2.05481884107624,4
"620_a","10m",1.14030930810729,3
"620_b","10m",0.28698160640013,3
"620_c","10m",2.31802146538186,2
"620_d","10m",2.78262101499138,3
"1906_a","10m",2.01197265813547,5
"1906_b","10m",2.46870628121609,6
"1906_c","10m",3.97631506803643,4
"1906_d","10m",1.55195015833488,3
"719_a","10m",1.57254688769521,4
"719_b","10m",3.06323529012429,5
"719_c","10m",1.68193697997876,5
"719_d","10m",2.60244328648726,4
"818_a","10m",1.74130750704198,6
"818_b","10m",1.72734161277213,3
"818_c","10m",1.71653357452154,6
"818_d","10m",2.58598259420916,5
"917_a","10m",1.88478575892794,6
"917_b","10m",2.66215527030577,5
"917_c","10m",2.41009322657158,6
"917_d","10m",1.95646540699942,5
"1016_a","10m",2.15797427654942,7
"1016_b","10m",1.90589489591755,3
"1016_c","10m",1.61012814052502,4
"1016_d","10m",0.798404683371569,3
"1115_a","10m",1.16181847047638,5
"1115_b","10m",0.810842580209059,2
"1115_c","10m",1.65287500323334,4
"1115_d","10m",1.53708219505893,6
"1214_a","10m",2.10401886372355,5
"1214_b","10m",0.407904575957893,3
"1214_c","10m",1.73657119059078,5
"1214_d","10m",1.44945741599029,5
"1313_a","10m",2.09654803236395,3
"1313_b","10m",0.679436585363165,3
"1313_c","10m",1.7229222610113,4
"1313_d","10m",3.34171217791444,2
"1412_a","10m",1.75764601555128,4
"1412_b","10m",2.1331981539642,4
"1412_c","10m",1.46124810350962,5
"1412_d","10m",1.24748364681552,2
"1511_a","10m",2.67400021944933,5
"1511_b","10m",4.48336069607662,7
"1511_c","10m",2.83973698526773,7
"1511_d","10m",3.85819384635374,6
"324_a","10m",2.68377945599815,6
"324_b","10m",1.2620463888661,7
"324_c","10m",3.86829676981619,6
"324_d","10m",3.19049544407984,6
"1610_a","10m",1.53088301557712,4
"1610_b","10m",1.44626170352434,3
"1610_c","10m",1.44509120785671,3
"1610_d","10m",1.57014733886494,4
"423_a","10m",1.05505174036744,3
"423_b","10m",0.763569158297159,3
"423_c","10m",3.38457313009437,5
"423_d","10m",3.13740621410716,5
"1709_a","10m",3.20509839930139,6
"1709_b","10m",1.59171307640733,3
"1709_c","10m",2.93429805335487,4
"1709_d","10m",4.70791073947232,7
"522_a","10m",2.85984190736256,5
"522_b","10m",3.99496674292158,5
"522_c","10m",3.12358752133271,2
"522_d","10m",2.68303271646485,4
"1808_a","10m",2.3916577477368,5
"1808_b","10m",3.54857113655384,7
"1808_c","10m",3.71960049033968,10
"1808_d","10m",2.9606289874377,7
"621_a","10m",1.76360620211919,2
"621_b","10m",2.10339996705102,2
"621_c","10m",0.807689066728557,3
"621_d","10m",0.837514367422161,4
"1907_a","10m",1.55133979777003,3
"1907_b","10m",2.48302377549833,4
"1907_c","10m",5.66733059031776,7
"1907_d","10m",2.21891958012306,4
"720_a","10m",0.749818564715271,4
"720_b","10m",3.33821154797517,8
"720_c","10m",2.9493967374042,6
"720_d","10m",2.86158673811582,4
"819_a","10m",2.00270697464911,4
"819_b","10m",0.404805379532677,4
"819_c","10m",4.05147013051261,3
"819_d","10m",1.33902289285956,2
"918_a","10m",1.32157108564147,3
"918_b","10m",1.41913190933458,3
"918_c","10m",0.813656954858373,4
"918_d","10m",0.778526987223431,1
"1017_a","10m",0.517014279931239,2
"1017_b","10m",1.9015749066924,3
"1017_c","10m",1.77602282590588,2
"1017_d","10m",0.71131050672503,3
"1116_a","10m",3.28778340617592,3
"1116_b","10m",1.64810963548252,5
"1116_c","10m",1.27501092908903,4
"1116_d","10m",0.739680217699141,4
"1215_a","10m",2.03641319503603,4
"1215_b","10m",2.71612860366131,7
"1215_c","10m",4.70464330675685,6
"1215_d","10m",2.21938712822662,4
"1314_a","10m",3.14035861231966,2
"1314_b","10m",4.80392959209615,4
"1314_c","10m",3.2177785320943,3
"1314_d","10m",3.47975820598499,2
"1413_a","10m",0.809276532310348,2
"1413_b","10m",2.66234400306122,4
"1413_c","10m",2.07741651614292,3
"1413_d","10m",2.74431824410956,3
"1512_a","10m",2.80166691561252,5
"1512_b","10m",1.25824429358708,4
"1512_c","10m",0.647794591927524,3
"1512_d","10m",2.6212228026882,4
"1611_a","10m",0.505662047335617,3
"1611_b","10m",2.55226106353691,4
"1611_c","10m",3.08008862541193,7
"1611_d","10m",3.38798101921088,6
"424_a","10m",2.9803312498765,4
"424_b","10m",2.12355348686086,3
"424_c","10m",1.40451736023322,2
"424_d","10m",0.230902448581517,3
"1710_a","10m",3.43974749531501,6
"1710_b","10m",2.1516185939606,6
"1710_c","10m",0.996035872587314,3
"1710_d","10m",2.80833246275537,4
"523_a","10m",1.14368174587528,4
"523_b","10m",0.735442041333535,4
"523_c","10m",2.34873987199891,4
"523_d","10m",2.85700675189143,4
"1809_a","10m",1.23996780712289,5
"1809_b","10m",2.58169295196795,7
"1809_c","10m",3.87443926715031,9
"1809_d","10m",2.74733892933576,7
"622_a","10m",2.60607582586976,4
"622_b","10m",1.53375080827536,6
"622_c","10m",2.51117825161991,5
"622_d","10m",1.81093930794746,4
"1908_a","10m",0.876600396153307,2
"1908_b","10m",0.932658788340593,6
"1908_c","10m",2.82915591256787,3
"1908_d","10m",1.24554130704131,3
"721_a","10m",2.22654861889077,3
"721_b","10m",2.1984606986264,4
"721_c","10m",2.37182444208731,6
"721_d","10m",2.7477643965745,5
"820_a","10m",1.99391090193655,6
"820_b","10m",3.07046225025386,6
"820_c","10m",2.40784402282589,6
"820_d","10m",1.90762567742567,4
"919_a","10m",0.524353672593832,2
"919_b","10m",0.784060439249137,3
"919_c","10m",2.66011326106281,4
"919_d","10m",1.43637101105712,4
"1018_a","10m",2.18019743619064,4
"1018_b","10m",1.05355319058638,4
"1018_c","10m",0.884422692381592,4
"1018_d","10m",2.94302221655396,5
"1117_a","10m",0.802685775394684,5
"1117_b","10m",1.96352030473972,4
"1117_c","10m",2.03908244689445,7
"1117_d","10m",2.23792270594437,4
"1216_a","10m",3.20089209410822,5
"1216_b","10m",2.17494648027709,5
"1216_c","10m",2.3134324692652,5
"1216_d","10m",1.96774473134897,7
"1315_a","10m",4.43926569961064,3
"1315_b","10m",2.02902824719298,2
"1315_c","10m",3.51439812757689,3
"1315_d","10m",3.36057280955006,4
"1414_a","10m",0.423825735848656,3
"1414_b","10m",2.73457436869044,2
"1414_c","10m",3.25004337402696,2
"1414_d","10m",1.94255769627906,2
"1513_a","10m",1.33020307401709,4
"1513_b","10m",1.71037874738144,3
"1513_c","10m",0.265626067842501,4
"1513_d","10m",0.276131938507631,2
"1612_a","10m",2.60362961213492,7
"1612_b","10m",2.58696923920083,6
"1612_c","10m",2.11944510387212,4
"1612_d","10m",1.5959189215519,4
"1711_a","10m",1.15113006935326,3
"1711_b","10m",0.431765817339337,3
"1711_c","10m",0.803716700978401,4
"1711_d","10m",2.22052399748559,5
"524_a","10m",2.04801307847763,5
"524_b","10m",2.08199967159719,4
"524_c","10m",1.35728904447629,3
"524_d","10m",2.64276576288146,3
"1810_a","10m",2.37340184320946,10
"1810_b","10m",3.71597093317986,8
"1810_c","10m",3.05523251193942,4
"1810_d","10m",2.35147020093018,5
"623_a","10m",2.10304159278301,3
"623_b","10m",1.11907963823693,3
"623_c","10m",1.70840892524246,3
"623_d","10m",2.93971038973056,5
"1909_a","10m",1.67240102116873,4
"1909_b","10m",3.1817429540073,6
